ID,COUNT,REWARD_TYPE,REWARD_VALUE,REWARD_QTY,BEST,HERO_ID,CAMERA,ATTEND_TYPE,WEEK,HIGHLIGHT,ATTEND_CHECK_PRICE
8,7,100,1000010,4,1,1001002,"{""position"":{""x"":-2382,""y"":-79,""z"":329},""rotation"":{""x"":0,""y"":13.6,""z"":0},""fov"":40}",1,1,1,0
9,1,100,1000020,20,1,1002002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,2,100,1000053,20,1,1005301,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,3,100,1000021,10,1,1002103,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,4,100,1000011,10,1,1001101,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,5,100,1000048,10,1,1004802,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,6,100,1000039,20,1,1003903,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
9,7,100,1000043,30,1,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,1,0
10,1,100,1000043,20,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,2,100,1000043,10,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,3,100,1000043,20,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,4,100,1000043,10,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,5,100,1000043,20,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,6,100,1000043,20,0,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
10,7,100,1000043,20,1,1004302,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,1,0
11,1,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,2,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,3,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,4,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,5,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,6,100,1000058,10,0,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,0,0
11,7,100,1000058,10,1,1005802,"{""position"":{""x"":-2438,""y"":-389,""z"":662},""rotation"":{""x"":345,""y"":20,""z"":2},""fov"":40}",1,1,1,0
12,1,100,1000060,2,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,2,100,1000060,2,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,3,100,1000060,2,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,4,100,1000060,2,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,5,100,1000060,4,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,6,100,1000060,4,0,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,0,0
12,7,100,1000060,4,1,1006002,"{""position"":{""x"":-2587,""y"":-235,""z"":416},""rotation"":{""x"":355,""y"":27,""z"":0},""fov"":40}",1,1,1,0
13,1,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,2,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,3,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,4,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,5,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,6,100,1000019,10,0,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,0,0
13,7,100,1000019,10,1,1001901,"{""position"":{""x"":-2639,""y"":-419,""z"":-309},""rotation"":{""x"":355,""y"":16,""z"":0},""fov"":45}",1,1,1,0
14,1,100,1000064,2,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,2,100,1000064,2,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,3,100,1000064,2,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,4,100,1000064,2,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,5,100,1000064,4,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,6,100,1000064,4,0,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,0,0
14,7,100,1000064,4,1,1006402,"{""position"":{""x"":-2305,""y"":-311,""z"":631},""rotation"":{""x"":355.5,""y"":11,""z"":2},""fov"":45}",1,1,1,0
15,1,100,1000065,2,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,2,100,1000065,2,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,3,100,1000065,2,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,4,100,1000065,2,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,5,100,1000065,4,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,6,100,1000065,4,0,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,0,0
15,7,100,1000065,4,1,1006501,"{""position"":{""x"":-2248,""y"":-341,""z"":566},""rotation"":{""x"":356,""y"":2.75,""z"":2.5},""fov"":40}",1,1,1,0
16,1,100,1000066,2,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,2,100,1000066,2,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,3,100,1000066,2,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,4,100,1000066,2,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,5,100,1000066,4,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,6,100,1000066,4,0,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,0,0
16,7,100,1000066,4,1,1006602,"{""position"":{""x"":-2422,""y"":-254,""z"":641},""rotation"":{""x"":355,""y"":23,""z"":0},""fov"":40}",1,1,1,0
17,1,100,1000067,2,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,2,100,1000067,2,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,3,100,1000067,2,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,4,100,1000067,2,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,5,100,1000067,4,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,6,100,1000067,4,0,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
17,7,100,1000067,4,1,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,1,0
18,1,100,1000010,100,1,1001001,"{""position"":{""x"":-2382,""y"":-79,""z"":329},""rotation"":{""x"":0,""y"":13.6,""z"":0},""fov"":40}",1,1,0,0
18,2,100,1000002,100,1,1000201,"{""position"":{""x"":-3157,""y"":-486,""z"":-231},""rotation"":{""x"":355,""y"":33,""z"":0},""fov"":40}",1,1,0,0
18,3,100,1000049,100,1,1004901,"{""position"":{""x"":-2156,""y"":-238,""z"":388},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
18,4,100,1000027,100,1,1002701,"{""position"":{""x"":-2120,""y"":-244,""z"":350},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
18,5,100,1000052,100,1,1005201,"{""position"":{""x"":-2196,""y"":-292,""z"":377},""rotation"":{""x"":355,""y"":0,""z"":0},""fov"":40}",1,1,0,0
18,6,100,1000008,100,1,1000801,"{""position"":{""x"":-2167,""y"":-190,""z"":311},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
18,7,100,1000045,100,1,1004501,"{""position"":{""x"":-3080,""y"":-400,""z"":-72},""rotation"":{""x"":355,""y"":33,""z"":0},""fov"":40}",1,1,1,0
19,1,100,1000070,2,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,2,100,1000070,2,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,3,100,1000070,2,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,4,100,1000070,2,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,5,100,1000070,4,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,6,100,1000070,4,0,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
19,7,100,1000070,4,1,1007001,"{""position"":{""x"":-2140,""y"":-440,""z"":215},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,1,0
20,1,100,1000054,20,1,1005401,"{""position"":{""x"":-2198,""y"":-388,""z"":-85},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
20,2,100,1000045,20,1,1004501,"{""position"":{""x"":-3080,""y"":-400,""z"":-72},""rotation"":{""x"":355,""y"":33,""z"":0},""fov"":40}",1,1,0,0
20,3,100,1000055,20,1,1005501,"{""position"":{""x"":-2103,""y"":-400,""z"":-15},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
20,4,100,1000014,20,1,1001401,"{""position"":{""x"":-2215,""y"":-334,""z"":-249},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
20,5,100,1000071,20,1,1007101,"{""position"":{""x"":-2234,""y"":-432,""z"":175},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
20,6,100,1000067,20,1,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
20,7,100,1000053,20,1,1005301,"{""position"":{""x"":-2215,""y"":-460,""z"":225},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,1,0
21,1,100,1000054,30,1,1005401,"{""position"":{""x"":-2198,""y"":-388,""z"":-85},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
21,2,100,1000045,30,1,1004501,"{""position"":{""x"":-3080,""y"":-400,""z"":-72},""rotation"":{""x"":355,""y"":33,""z"":0},""fov"":40}",1,1,0,0
21,3,100,1000055,30,1,1005501,"{""position"":{""x"":-2103,""y"":-400,""z"":-15},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
21,4,100,1000014,30,1,1001401,"{""position"":{""x"":-2215,""y"":-334,""z"":-249},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
21,5,100,1000071,30,1,1007101,"{""position"":{""x"":-2234,""y"":-432,""z"":175},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
21,6,100,1000067,30,1,1006701,"{""position"":{""x"":-2814,""y"":-327,""z"":765},""rotation"":{""x"":355,""y"":55,""z"":0},""fov"":40}",1,1,0,0
21,7,100,1000053,30,1,1005301,"{""position"":{""x"":-2215,""y"":-460,""z"":225},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,1,0
22,1,100,1000069,1,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,2,100,1000069,1,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,3,100,1000069,1,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,4,100,1000069,1,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,5,100,1000069,2,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,6,100,1000069,2,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,0,0
22,7,100,1000069,2,1,1006901,"{""position"":{""x"":-2202,""y"":-113,""z"":500},""rotation"":{""x"":0,""y"":0,""z"":0},""fov"":45}",1,1,1,0
23,1,2,0,200,1,0,0,1,1,0,0
23,2,100,10199001,300,1,0,0,1,1,0,0
23,3,5,0,500,1,0,0,1,1,0,0
23,4,100,10199002,100,1,0,0,1,1,0,0
23,5,300,1068,1,1,0,0,1,1,0,0
23,6,100,2001,100,1,0,0,1,1,0,0
23,7,307,2219,1,1,0,0,1,1,1,0
24,1,2,0,200,1,0,0,1,1,0,0
24,2,3,0,1000000,1,0,0,1,1,0,0
24,3,6,0,500,1,0,0,1,1,0,0
24,4,100,10199002,100,1,0,0,1,1,0,0
24,5,300,1078,1,1,0,0,1,1,0,0
24,6,100,2001,100,1,0,0,1,1,0,0
24,7,100,2505,1,1,0,0,1,1,1,0
25,1,100,20406001,1,1,0,0,1,1,0,0
