LIBRARY_TAB,LIBRARY_CHAPTER,INDEX,DIALOG_GROUP_ID,DIALOG_NAME_ID,QUEST_ID,STAGE_1,STAGE_2,STAGE_3,OPEN
0,9,0,13432,0,0,,,,0
0,9,1,13434,0,0,,,,0
0,9,2,13438,0,0,,,,0
0,9,3,13439,0,0,,,,0
0,9,4,13441,0,0,,,,0
0,9,5,13444,0,0,,,,0
0,9,6,13449,0,0,,,,0
0,10,0,13450,0,0,,,,0
0,10,1,13454,0,0,,,,0
0,10,2,13457,0,0,,,,0
0,10,3,13458,0,0,,,,0
0,10,4,13460,0,0,,,,0
0,10,5,13463,0,0,,,,0
0,10,6,13466,0,0,,,,0
0,10,7,13469,0,0,,,,0
0,10,8,13470,0,0,,,,0
0,11,0,13413,0,0,,,,0
0,11,1,13415,0,0,,,,0
0,11,2,13418,0,0,,,,0
0,11,3,13419,0,0,,,,0
0,12,0,13420,0,0,,,,0
0,12,1,13421,0,0,,,,0
0,12,2,13422,0,0,,,,0
0,12,3,13423,0,0,,,,0
0,12,4,13425,0,0,,,,0
0,12,5,13426,0,0,,,,0
0,13,0,13471,0,0,,,,0
0,13,1,13472,0,0,,,,0
0,13,2,13473,0,0,,,,0
0,13,3,13476,0,0,,,,0
0,13,4,13479,0,0,,,,0
0,13,5,13480,0,0,,,,0
0,13,6,13481,0,0,,,,0
0,13,7,13484,0,0,,,,0
0,13,8,13486,0,0,,,,0
0,13,9,13489,0,0,,,,0
0,13,10,13490,0,0,,,,0
0,13,11,13491,0,0,,,,0
0,13,12,13493,0,0,,,,0
0,13,13,13497,0,0,,,,0
1,308,0,8001,0,0,,,,0
1,308,1,8002,0,0,,,,0
1,308,2,8003,0,0,,,,0
1,309,0,8004,0,0,,,,0
1,309,1,8005,0,0,,,,0
1,310,0,8006,0,0,,,,0
1,310,1,8007,0,0,,,,0
1,310,2,8008,0,0,,,,0
1,311,0,8009,0,0,,,,0
1,311,1,8010,0,0,,,,0
1,311,2,8011,0,0,,,,0
1,312,0,8012,0,0,,,,0
1,312,1,8013,0,0,,,,0
1,312,2,8014,0,0,,,,0
1,313,0,8017,0,0,,,,0
1,313,1,8018,0,0,,,,0
1,314,0,8022,0,0,,,,0
1,315,0,8026,0,0,,,,0
1,315,1,8027,0,0,,,,0
1,316,0,8030,0,0,,,,0
1,316,1,8031,0,0,,,,0
1,317,0,8035,0,0,,,,0
1,317,1,8036,0,0,,,,0
1,318,0,8039,0,0,,,,0
1,319,0,8041,0,0,,,,0
1,319,1,8042,0,0,,,,0
1,320,0,8043,0,0,,,,0
1,320,1,8044,0,0,,,,0
1,321,0,8054,0,0,,,,0
1,321,1,8055,0,0,,,,0
2,401,0,7031,7031,100,,,,0
2,401,1,7001,7001,100,,,,0
2,401,2,7004,7004,4000001,,,,0
2,401,3,7005,7005,4000002,,,,0
2,401,4,7006,7006,4000006,,,,0
2,401,5,7007,7007,4000008,,,,0
2,402,0,7032,7032,4000009,,,,0
2,402,1,7008,7008,0,,,,0
2,402,2,7009,7009,0,,,,0
2,402,3,7010,7010,0,,,,0
2,402,4,7011,7011,0,,,,0
2,402,5,7012,7012,0,,,,0
2,402,6,7013,7013,0,,,,0
2,402,7,7014,7014,0,,,,0
2,402,8,7015,7015,0,,,,0
2,402,9,7016,7016,0,,,,0
2,402,10,7017,7017,0,,,,0
2,403,0,7033,7033,4000026,,,,0
2,403,1,7018,7018,4000026,,,,0
2,403,2,7019,7019,4000028,,,,0
2,403,3,7020,7020,4000030,,,,0
2,403,4,7021,7021,0,,,,0
2,403,5,7022,7022,0,,,,0
2,403,6,7023,7023,0,,,,0
2,404,0,7034,7034,4000036,,,,0
2,404,1,7024,7024,4000036,,,,0
2,404,2,7025,7025,4000037,,,,0
2,404,3,7026,7026,4000040,,,,0
2,404,4,7027,7027,4000041,,,,0
2,404,5,7028,7028,4000043,,,,0
2,404,6,7029,7029,4000044,,,,0
2,404,7,7030,7030,4000045,,,,0
2,405,0,7036,7036,4100001,,,,0
2,405,1,7035,7035,4100001,,,,0
2,405,2,7037,7037,4100001,,,,0
2,405,3,7038,7038,4100001,,,,0
2,405,4,7039,7039,4100002,,,,0
2,405,5,7040,7040,4100003,,,,0
2,405,6,7041,7041,4100004,,,,0
2,405,7,7042,7042,4100005,,,,0
2,405,8,7043,7043,4100006,,,,0
2,405,9,7044,7044,4100006,,,,0
2,405,10,7045,7045,4100007,,,,0
2,405,11,7046,7046,4100008,,,,0
2,405,12,7047,7047,4100009,,,,0
2,405,13,7048,7048,4100010,,,,0
2,405,14,7049,7049,4100010,,,,0
2,405,15,7050,7050,4100010,,,,0
2,405,16,7051,7051,4100012,,,,0
2,405,17,7052,7052,4100013,,,,0
2,405,18,7053,7053,4100014,,,,0
2,405,19,7054,7054,4100015,,,,0
2,405,20,7055,7055,4100016,,,,0
2,405,21,7056,7056,4100017,,,,0
2,406,0,7057,7057,4100018,,,,0
2,406,1,7058,7058,4100018,,,,0
2,406,2,7059,7059,4100019,,,,0
2,406,3,7060,7060,4100021,,,,0
2,406,4,7061,7061,4100022,,,,0
2,406,5,7062,7062,4100023,,,,0
2,406,6,7063,7063,4100024,,,,0
2,406,7,7064,7064,4100025,,,,0
2,406,8,7065,7065,4100026,,,,0
2,406,9,7066,7066,4100027,,,,0
2,406,10,7067,7067,4100028,,,,0
2,407,0,7068,7068,4100029,,,,0
2,407,1,7069,7069,4100029,,,,0
2,407,2,7070,7070,4100030,,,,0
2,407,3,7071,7071,4100031,,,,0
2,407,4,7072,7072,4100032,,,,0
2,407,5,7073,7073,4100033,,,,0
2,407,6,7074,7074,4100034,,,,0
2,407,7,7075,7075,4100035,,,,0
2,407,8,7076,7076,4100036,,,,0
2,407,9,7077,7077,4100036,,,,0
2,407,10,7078,7078,4100037,,,,0
2,407,11,7079,7079,4100038,,,,0
2,407,12,7080,7080,4100039,,,,0
2,407,13,7081,7081,4100040,,,,0
2,407,14,7082,7082,4100042,,,,0
2,407,15,7083,7083,4100043,,,,0
2,407,16,7084,7084,4100044,,,,0
2,407,17,7085,7085,4100045,,,,0
2,408,0,7086,7086,4100046,,,,0
2,408,1,7087,7087,4100046,,,,0
2,408,2,7088,7088,4100047,,,,0
2,408,3,7089,7089,4100048,,,,0
2,408,4,7090,7090,4100049,,,,0
2,408,5,7091,7091,4100049,,,,0
2,408,6,7092,7092,4100051,,,,0
2,408,7,7093,7093,4100052,,,,0
2,408,8,7094,7094,4100053,,,,0
2,408,9,7095,7095,4100054,,,,0
2,409,0,7096,7096,4200002,,,,0
2,409,1,7097,7097,4200002,,,,0
2,409,2,7098,7098,4200003,,,,0
2,409,3,7099,7099,4200004,,,,0
2,409,4,7100,7100,4200005,,,,0
2,409,5,7101,7101,4200006,,,,0
2,409,6,7102,7102,4200007,,,,0
2,409,7,7103,7103,4200008,,,,0
2,409,8,7104,7104,4200009,,,,0
2,409,9,7105,7105,4200010,,,,0
2,409,10,7106,7106,4200011,,,,0
2,409,11,7107,7107,4200012,,,,0
2,409,12,7108,7108,4200013,,,,0
2,409,13,7109,7109,4200013,,,,0
2,409,14,7110,7110,4200014,,,,0
2,409,15,7111,7111,4200015,,,,0
2,410,0,7112,7112,4200016,,,,0
2,410,1,7113,7113,4200016,,,,0
2,410,2,7114,7114,4200017,,,,0
2,410,3,7115,7115,4200018,,,,0
2,410,4,7116,7116,4200019,,,,0
2,410,5,7117,7117,4200020,,,,0
2,410,6,7118,7118,4200021,,,,0
2,410,7,7119,7119,4200022,,,,0
2,410,8,7120,7120,4200023,,,,0
2,410,9,7121,7121,4200023,,,,0
2,410,10,7122,7122,4200024,,,,0
2,410,11,7123,7123,4200025,,,,0
2,410,12,7124,7124,4200026,,,,0
2,410,13,7125,7125,4200027,,,,0
2,410,14,7126,7126,4200028,,,,0
2,410,15,7127,7127,4200029,,,,0
2,410,16,7128,7128,4200030,,,,0
2,411,0,7129,7129,4200030,,,,0
2,411,1,7130,7130,4200030,,,,0
2,411,2,7131,7131,4200031,,,,0
2,411,3,7132,7132,4200032,,,,0
2,411,4,7133,7133,4200033,,,,0
2,411,5,7134,7134,4200034,,,,0
2,411,6,7135,7135,4200035,,,,0
2,411,7,7136,7136,4200036,,,,0
2,411,8,7137,7137,4200037,,,,0
2,411,9,7138,7138,4200038,,,,0
2,411,10,7139,7139,4200039,,,,0
2,411,11,7140,7140,4200040,,,,0
2,411,12,7141,7141,4200040,,,,0
2,411,13,7142,7142,4200041,,,,0
2,411,14,7143,7143,4200042,,,,0
2,411,15,7144,7144,4200043,,,,0
2,411,16,7145,7145,4200044,,,,0
2,412,0,7146,7146,4200044,,,,0
2,412,1,7147,7147,4200044,,,,0
2,412,2,7148,7148,4200045,,,,0
2,412,3,7149,7149,4200046,,,,0
2,412,4,7151,7151,4200047,,,,0
2,412,5,7152,7152,4200048,,,,0
2,412,6,7153,7153,4200049,,,,0
2,412,7,7154,7154,4200050,,,,0
2,412,8,7155,7155,4200051,,,,0
2,412,9,7156,7156,4200052,,,,0
2,412,10,7157,7157,4200053,,,,0
2,412,11,7158,7158,4200054,,,,0
2,412,12,7159,7159,4200054,,,,0
2,412,13,7160,7160,4200054,,,,0
2,413,0,7161,7161,4300001,,,,0
2,413,1,7162,7162,4300001,,,,0
2,413,2,7163,7163,4300002,,,,0
2,413,3,7164,7164,4300003,,,,0
2,413,4,7165,7165,4300004,,,,0
2,413,5,7166,7166,4300005,,,,0
2,413,6,7167,7167,4300006,,,,0
2,413,7,7168,7168,4300007,,,,0
2,413,8,7169,7169,4300008,,,,0
2,413,9,7170,7170,4300009,,,,0
2,413,10,7171,7171,4300009,,,,0
2,413,11,7172,7172,4300010,,,,0
2,413,12,7173,7173,4300011,,,,0
2,413,13,7174,7174,4300012,,,,0
2,413,14,7175,7175,4300013,,,,0
2,414,0,7176,7176,4300014,,,,0
2,414,1,7177,7177,4300014,,,,0
2,414,2,7178,7178,4300015,,,,0
2,414,3,7179,7179,4300016,,,,0
2,414,4,7180,7180,4300017,,,,0
2,414,5,7181,7181,4300018,,,,0
2,414,6,7182,7182,4300019,,,,0
2,414,7,7183,7183,4300019,,,,0
2,414,8,7184,7184,4300020,,,,0
2,414,9,7185,7185,4300021,,,,0
2,414,10,7186,7186,4300022,,,,0
2,414,11,7187,7187,4300023,,,,0
2,414,12,7188,7188,4300023,,,,0
2,414,13,7189,7189,4300024,,,,0
2,414,14,7190,7190,4300025,,,,0
2,414,15,7191,7191,4300026,,,,0
2,414,16,7192,7192,4300027,,,,0
2,415,0,7193,7193,4300028,,,,0
2,415,1,7194,7194,4300028,,,,0
2,415,2,7195,7195,4300029,,,,0
2,415,3,7196,7196,4300030,,,,0
2,415,4,7197,7197,4300031,,,,0
2,415,5,7198,7198,4300032,,,,0
2,415,6,7199,7199,4300033,,,,0
2,415,7,7200,7200,4300033,,,,0
2,415,8,7201,7201,4300034,,,,0
2,415,9,7202,7202,4300035,,,,0
2,415,10,7203,7203,4300036,,,,0
2,415,11,7204,7204,4300036,,,,0
2,415,12,7205,7205,4300037,,,,0
2,415,13,7206,7206,4300038,,,,0
2,415,14,7207,7207,4300039,,,,0
2,415,15,7208,7208,4300040,,,,0
2,415,16,7209,7209,4300040,,,,0
2,415,17,7210,7210,4300041,,,,0
2,416,0,7211,7211,4300042,,,,0
2,416,1,7212,7212,4300042,,,,0
2,416,2,7213,7213,4300043,,,,0
2,416,3,7214,7214,4300044,,,,0
2,416,4,7215,7215,4300045,,,,0
2,416,5,7216,7216,4300046,,,,0
2,416,6,7217,7217,4300047,,,,0
2,416,7,7218,7218,4300048,,,,0
2,416,8,7219,7219,4300049,,,,0
2,416,9,7220,7220,4300050,,,,0
2,416,10,7221,7221,4300051,,,,0
2,416,11,7222,7222,4300051,,,,0
2,416,12,7223,7223,4300052,,,,0
2,416,13,7224,7224,4300053,,,,0
2,416,14,7225,7225,4300054,,,,0
2,416,15,7226,7226,4300055,,,,0
2,416,16,7227,7227,4300055,,,,0
2,417,0,7228,7228,4400001,,,,0
2,417,1,7229,7229,4400001,,,,0
2,417,2,7230,7230,4400001,,,,0
2,417,3,7231,7231,4400002,,,,0
2,417,4,7232,7232,4400003,,,,0
2,417,5,7233,7233,4400004,,,,0
2,417,6,7234,7234,4400005,,,,0
2,417,7,7235,7235,4400006,,,,0
2,417,8,7236,7236,4400007,,,,0
2,417,9,7237,7237,4400008,,,,0
2,417,10,7238,7238,4400009,,,,0
2,417,11,7239,7239,4400010,,,,0
2,417,12,7241,7241,4400011,,,,0
2,417,13,7242,7242,4400012,,,,0
2,417,14,7243,7243,4400013,,,,0
2,418,0,7244,7244,4400014,,,,0
2,418,1,7246,7246,4400014,,,,0
2,418,2,7247,7247,4400015,,,,0
2,418,3,7248,7248,4400016,,,,0
2,418,4,7249,7249,4400017,,,,0
2,418,5,7251,7251,4400018,,,,0
2,418,6,7252,7252,4400019,,,,0
2,418,7,7253,7253,4400020,,,,0
2,418,8,7255,7255,4400021,,,,0
2,418,9,7256,7256,4400022,,,,0
2,418,10,7257,7257,4400023,,,,0
2,418,11,7258,7258,4400024,,,,0
2,418,12,7259,7259,4400025,,,,0
2,418,13,7260,7260,4400026,,,,0
2,419,0,7261,7261,4400028,,,,0
2,419,1,7263,7263,4400028,,,,0
2,419,2,7264,7264,4400029,,,,0
2,419,3,7265,7265,4400030,,,,0
2,419,4,7267,7267,4400031,,,,0
2,419,5,7268,7268,4400032,,,,0
2,419,6,7269,7269,4400033,,,,0
2,419,7,7270,7270,4400034,,,,0
2,419,8,7271,7271,4400035,,,,0
2,419,9,7272,7272,4400036,,,,0
2,419,10,7273,7273,4400037,,,,0
2,419,11,7274,7274,4400038,,,,0
2,419,12,7275,7275,4400039,,,,0
2,419,13,7276,7276,4400040,,,,0
2,420,0,7277,7277,4400042,,,,0
2,420,1,7279,7279,4400042,,,,0
2,420,2,7280,7280,4400043,,,,0
2,420,3,7281,7281,4400044,,,,0
2,420,4,7282,7282,4400045,,,,0
2,420,5,7283,7283,4400046,,,,0
2,420,6,7284,7284,4400047,,,,0
2,420,7,7285,7285,4400048,,,,0
2,420,8,7286,7286,4400049,,,,0
2,420,9,7287,7287,4400050,,,,0
2,420,10,7288,7288,4400051,,,,0
2,420,11,7289,7289,4400052,,,,0
2,420,12,7291,7291,4400053,,,,0
2,420,13,7292,7292,4400054,,,,0
2,420,14,7293,7293,4400055,,,,0
2,421,0,7294,7294,4500001,,,,0
2,421,1,7295,7295,4500001,,,,0
2,421,2,7296,7296,4500001,,,,0
2,421,3,7297,7297,4500002,,,,0
2,421,4,7298,7298,4500003,,,,0
2,421,5,7299,7299,4500004,,,,0
2,421,6,7300,7300,4500005,,,,0
2,421,7,7301,7301,4500006,,,,0
2,421,8,7302,7302,4500007,,,,0
2,421,9,7303,7303,4500008,,,,0
2,421,10,7304,7304,4500009,,,,0
2,421,11,7305,7305,4500010,,,,0
2,421,12,7307,7307,4500011,,,,0
2,421,13,7308,7308,4500012,,,,0
2,421,14,7309,7309,4500013,,,,0
2,422,0,7310,7310,4500013,,,,0
2,422,1,7311,7311,4500014,,,,0
2,422,2,7312,7312,4500015,,,,0
2,422,3,7313,7313,4500016,,,,0
2,422,4,7315,7315,4500017,,,,0
2,422,5,7316,7316,4500018,,,,0
2,422,6,7317,7317,4500019,,,,0
2,422,7,7319,7319,4500020,,,,0
2,422,8,7320,7320,4500021,,,,0
2,422,9,7321,7321,4500022,,,,0
2,422,10,7322,7322,4500023,,,,0
2,422,11,7323,7323,4500024,,,,0
2,422,12,7324,7324,4500025,,,,0
2,422,13,7325,7325,4500026,,,,0
2,422,14,7326,7326,4500027,,,,0
2,423,0,7327,7327,4500028,,,,0
2,423,1,7328,7328,4500028,,,,0
2,423,2,7329,7329,4500029,,,,0
2,423,3,7330,7330,4500030,,,,0
2,423,4,7331,7331,4500031,,,,0
2,423,5,7332,7332,4500032,,,,0
2,423,6,7333,7333,4500033,,,,0
2,423,7,7334,7334,4500034,,,,0
2,423,8,7335,7335,4500035,,,,0
2,423,9,7336,7336,4500036,,,,0
2,423,10,7337,7337,4500037,,,,0
2,423,11,7338,7338,4500038,,,,0
2,423,12,7340,7340,4500039,,,,0
2,423,13,7341,7341,4500040,,,,0
2,423,14,7342,7342,4500041,,,,0
2,424,0,7344,7344,4500042,,,,0
2,424,1,7343,7343,4500042,,,,0
2,424,2,7346,7346,4500043,,,,0
2,424,3,7347,7347,4500044,,,,0
2,424,4,7348,7348,4500045,,,,0
2,424,5,7349,7349,4500046,,,,0
2,424,6,7350,7350,4500047,,,,0
2,424,7,7352,7352,4500048,,,,0
2,424,8,7353,7353,4500049,,,,0
2,424,9,7354,7354,4500050,,,,0
2,424,10,7355,7355,4500051,,,,0
2,424,11,7357,7357,4500052,,,,0
2,424,12,7358,7358,4500053,,,,0
2,424,13,7359,7359,4500054,,,,0
2,424,14,7360,7360,4500055,,,,0
2,424,15,7361,7361,4500055,,,,0
2,425,0,7362,7362,4600001,,,,0
2,425,1,7363,7363,4600001,,,,0
2,425,2,7364,7364,4600002,,,,0
2,425,3,7365,7365,4600003,,,,0
2,425,4,7366,7366,4600004,,,,0
2,425,5,7367,7367,4600005,,,,0
2,425,6,7368,7368,4600006,,,,0
2,425,7,7369,7369,4600007,,,,0
2,425,8,7370,7370,4600008,,,,0
2,425,9,7371,7371,4600009,,,,0
2,425,10,7372,7372,4600010,,,,0
2,426,0,7373,7373,4700001,,,,0
2,426,1,7374,7374,4700001,,,,0
2,426,2,7375,7375,4700002,,,,0
2,426,3,7376,7376,4700003,,,,0
2,426,4,7377,7377,4700004,,,,0
2,426,5,7378,7378,4700006,,,,0
2,426,6,7379,7379,4700007,,,,0
2,426,7,7380,7380,4700008,,,,0
2,426,8,7381,7381,4700010,,,,0
2,426,9,7382,7382,4700011,,,,0
2,426,10,7384,7384,4700014,,,,0
2,426,11,7385,7385,4700016,,,,0
2,426,12,7386,7386,4700018,,,,0
2,426,13,7387,7387,4700020,,,,0
2,426,14,7388,7388,4700022,,,,0
2,426,15,7389,7389,4700024,,,,0
2,426,16,7390,7390,4700026,,,,0
2,426,17,7391,7391,4700028,,,,0
2,426,18,7392,7392,4700030,,,,0
2,426,19,7393,7393,4700032,,,,0
2,426,20,7394,7394,4700034,,,,0
2,427,0,7395,7395,4800001,,,,0
2,427,1,7396,7396,4800001,,,,0
2,427,2,7397,7397,4800002,,,,0
2,427,3,7398,7398,4800004,,,,0
2,427,4,7399,7399,4800005,,,,0
2,427,5,7400,7400,4800006,,,,0
2,427,6,7401,7401,4800008,,,,0
2,427,7,7402,7402,4800010,,,,0
2,427,8,7403,7403,4800012,,,,0
2,427,9,7404,7404,4800014,,,,0
2,427,10,7405,7405,4800016,,,,0
2,427,11,7406,7406,4800018,,,,0
2,427,12,7407,7407,4800020,,,,0
2,427,13,7408,7408,4800022,,,,0
2,427,14,7409,7409,4800024,,,,0
2,427,15,7410,7410,4800026,,,,0
2,427,16,7411,7411,4800028,,,,0
2,427,17,7412,7412,4800030,,,,0
2,427,18,7413,7413,4800031,,,,0
2,427,19,7414,7414,4800033,,,,0
2,427,20,7416,7416,4800035,,,,0
2,428,0,7417,7417,4900001,,,,0
2,428,1,7418,7418,4900001,,,,0
2,428,2,7419,7419,4900002,,,,0
2,428,3,7420,7420,4900004,,,,0
2,428,4,7421,7421,4900006,,,,0
2,428,5,7422,7422,4900008,,,,0
2,428,6,7423,7423,4900010,,,,0
2,428,7,7424,7424,4900012,,,,0
2,428,8,7425,7425,4900014,,,,0
2,428,9,7426,7426,4900016,,,,0
2,428,10,7427,7427,4900017,,,,0
2,428,11,7428,7428,4900019,,,,0
2,428,12,7429,7429,4900020,,,,0
2,428,13,7430,7430,4900022,,,,0
2,428,14,7431,7431,4900024,,,,0
2,428,15,7432,7432,4900025,,,,0
2,429,0,7439,7439,5000001,,,,0
2,429,1,7440,7440,5000001,,,,0
2,429,2,7441,7441,5000002,,,,0
2,429,3,7442,7442,5000004,,,,0
2,429,4,7443,7443,5000006,,,,0
2,429,5,7444,7444,5000008,,,,0
2,429,6,7445,7445,5000010,,,,0
2,429,7,7446,7446,5000012,,,,0
2,429,8,7447,7447,5000014,,,,0
2,429,9,7448,7448,5000016,,,,0
2,429,10,7449,7449,5000018,,,,0
2,429,11,7450,7450,5000021,,,,0
2,429,12,7451,7451,5000023,,,,0
2,429,13,7452,7452,5000025,,,,0
2,429,14,7453,7453,5000028,,,,0
2,429,15,7454,7454,5000030,,,,0
2,429,16,7455,7455,5000032,,,,0
2,429,17,7456,7456,5000034,,,,0
2,429,18,7457,7457,5000037,,,,0
2,429,19,7462,7462,5000039,,,,0
2,429,20,7463,7463,5000041,,,,0
2,430,0,7464,7464,5100001,,,,0
2,430,1,7465,7465,5100001,,,,0
2,430,2,7466,7466,5100002,,,,0
2,430,3,7467,7467,5100004,,,,0
2,430,4,7468,7468,5100006,,,,0
2,430,5,7469,7469,5100008,,,,0
2,430,6,7470,7470,5100010,,,,0
2,430,7,7471,7471,5100011,,,,0
2,430,8,7473,7473,5100013,,,,0
2,430,9,7474,7474,5100015,,,,0
2,430,10,7475,7475,5100017,,,,0
2,430,11,7476,7476,5100018,,,,0
2,430,12,7477,7477,5100020,,,,0
2,430,13,7478,7478,5100021,,,,0
2,430,14,7479,7479,5100023,,,,0
2,430,15,7480,7480,5100025,,,,0
2,431,0,7481,7481,5200001,,,,0
2,431,1,7482,7482,5200001,,,,0
2,431,2,7483,7483,5200002,,,,0
2,431,3,7484,7484,5200004,,,,0
2,431,4,7485,7485,5200006,,,,0
2,431,5,7486,7486,5200009,,,,0
2,431,6,7487,7487,5200011,,,,0
2,431,7,7488,7488,5200013,,,,0
2,431,8,7489,7489,5200014,,,,0
2,431,9,7490,7490,5200016,,,,0
2,431,10,7491,7491,5200018,,,,0
2,431,11,7496,7496,5200020,,,,0
2,431,12,7497,7497,5200022,,,,0
2,431,13,7498,7498,5200024,,,,0
2,431,14,7499,7499,5200026,,,,0
2,431,15,7500,7500,5200027,,,,0
2,432,0,7501,7501,5200028,,,,0
2,432,1,7502,7502,5200030,,,,0
2,432,2,7503,7503,5200032,,,,0
2,432,3,7504,7504,5200034,,,,0
2,432,4,7505,7505,5200036,,,,0
2,432,5,7506,7506,5200038,,,,0
2,432,6,7507,7507,5200040,,,,0
2,432,7,7508,7508,5200042,,,,0
2,432,8,7509,7509,5200043,,,,0
2,432,9,7510,7510,5200045,,,,0
3,501,0,9001,0,0,360101,,,0
3,502,0,9004,0,0,360201,,,0
3,502,1,9005,0,0,,,,0
3,503,0,9006,0,0,,,,0
3,504,0,9007,0,0,,,,0
3,505,0,9008,0,0,,,,0
3,506,0,9009,0,0,360301,360401,,0
3,506,1,9011,0,0,360301,360401,,0
3,507,0,9012,0,0,360302,360402,,0
3,508,0,9013,0,0,360303,360403,,0
3,509,0,9031,0,0,360501,360601,,0
3,509,1,9032,0,0,360501,360601,,0
3,510,0,9033,0,0,360502,360602,,0
3,510,1,9034,0,0,360502,360602,,0
3,511,0,9035,0,0,360503,360603,,0
3,512,0,9044,0,0,360701,360801,,0
3,513,0,9045,0,0,360702,360802,,0
3,514,0,9069,0,0,361101,361201,,0
3,515,0,9072,0,0,361102,361202,,0
3,516,0,9075,0,0,361103,361203,,0
3,517,0,9085,0,0,361301,361401,,0
3,518,0,9088,0,0,361302,361402,,0
3,519,0,9097,0,0,361501,361601,,0
3,519,1,9100,0,0,361501,361601,,0
3,520,0,9103,0,0,361502,361602,,0
3,520,1,9104,0,0,361502,361602,,0
3,521,0,9120,0,0,361701,361801,,0
3,522,0,9121,0,0,361702,361802,,0
3,523,0,9124,0,0,361703,361803,,0
3,524,0,9134,0,0,361901,362001,,0
3,525,0,9136,0,0,361902,362002,,0
3,526,0,9138,0,0,361903,362003,,0
3,527,0,9148,0,0,362101,362201,,0
3,528,0,9149,0,0,362102,362202,,0
3,528,1,9152,0,0,362102,362202,,0
3,529,0,9153,0,0,362103,362203,,0
3,529,1,9155,0,0,362103,362203,,0
3,530,0,9166,0,0,362301,362401,,0
3,531,0,9167,0,0,362302,362402,,0
3,531,1,9169,0,0,362302,362402,,0
3,532,0,9170,0,0,362303,362403,,0
3,532,1,9172,0,0,362303,362403,,0
3,533,0,,0,0,,,,0
3,534,0,9185,0,0,362502,362602,,0
3,534,1,9187,0,0,362502,362602,,0
3,534,2,9188,0,0,362502,362602,,0
3,535,0,9190,0,0,362503,362603,,0
3,535,1,9192,0,0,362503,362603,,0
5,601,0,6001,6001,0,,,,0
5,601,1,6002,6002,0,,,,0
5,601,2,6003,6003,0,,,,0
5,601,3,6004,6004,0,,,,0
2,433,0,7511,7511,5300001,,,,0
2,433,1,7512,7512,5300001,,,,0
2,433,2,7513,7513,5300001,,,,0
2,433,3,7514,7514,5300002,,,,0
2,433,4,7515,7515,5300003,,,,0
2,433,5,7516,7516,5300004,,,,0
2,433,6,7517,7517,5300005,,,,0
2,433,7,7518,7518,5300006,,,,0
2,433,8,7519,7519,5300007,,,,0
2,433,9,7520,7520,5300008,,,,0
2,433,10,7521,7521,5300009,,,,0
2,433,11,7522,7522,5300010,,,,0
2,433,12,7523,7523,5300011,,,,0
2,434,0,7524,7524,5300012,,,,0
2,434,1,7525,7525,5300012,,,,0
2,434,2,7526,7526,5300013,,,,0
