REWARD_ID,HERO_BONUS_LEVEL,TOTAL_HERO_BONUS_POINT,REWARD_LEVEL,BATTLE_POINT,VIP,REWARD_TERM,TICKET,PICK_ID,ICON
10705,1,0,7,13300000,5,0,5,310705,ISO8_PINK
10706,1,0,7,13300000,7,0,5,310706,gearup_kit_01
10707,1,0,7,13300000,9,0,5,310707,icon_multi_reward_nornstone
10708,1,0,7,13300000,12,0,5,310708,ISO8_PINK
10709,1,0,7,13300000,15,0,5,310709,icon_multi_reward_biometrics
10710,1,0,7,13300000,17,0,5,310710,icon_multi_reward_uru
10711,1,0,7,13300000,20,0,5,310711,chest_multi_reward_5
10801,1,0,8,20300000,0,1,5,310801,chest_multi_reward_shield
10802,1,0,8,20300000,0,0,5,310802,chest_multi_reward_6
10803,1,0,8,20300000,1,0,5,310803,gold
10804,1,0,8,20300000,3,0,5,310804,gearup_kit_02
10805,1,0,8,20300000,5,0,5,310805,ISO8_PINK
10806,1,0,8,20300000,7,0,5,310806,gearup_kit_01
10807,1,0,8,20300000,9,0,5,310807,icon_multi_reward_nornstone
10808,1,0,8,20300000,12,0,5,310808,ISO8_PINK
10809,1,0,8,20300000,15,0,5,310809,icon_multi_reward_biometrics
10810,1,0,8,20300000,17,0,5,310810,icon_multi_reward_uru
10811,1,0,8,20300000,20,0,5,310811,chest_multi_reward_6
20101,2,500,1,0,0,1,5,320101,chest_multi_reward_shield
20102,2,500,1,0,0,0,5,320102,chest_multi_reward_1
20103,2,500,1,0,1,0,5,320103,gold
20104,2,500,1,0,3,0,5,320104,gearup_kit_02
20105,2,500,1,0,5,0,5,320105,ISO8_PINK
20106,2,500,1,0,7,0,5,320106,gearup_kit_01
20107,2,500,1,0,9,0,5,320107,icon_multi_reward_nornstone
20108,2,500,1,0,12,0,5,320108,ISO8_PINK
20109,2,500,1,0,15,0,5,320109,icon_multi_reward_biometrics
20110,2,500,1,0,17,0,5,320110,icon_multi_reward_uru
20111,2,500,1,0,20,0,5,320111,chest_multi_reward_1
20201,2,500,2,500000,0,1,5,320201,chest_multi_reward_shield
20202,2,500,2,500000,0,0,5,320202,chest_multi_reward_1
20203,2,500,2,500000,1,0,5,320203,gold
20204,2,500,2,500000,3,0,5,320204,gearup_kit_02
20205,2,500,2,500000,5,0,5,320205,ISO8_PINK
20206,2,500,2,500000,7,0,5,320206,gearup_kit_01
20207,2,500,2,500000,9,0,5,320207,icon_multi_reward_nornstone
20208,2,500,2,500000,12,0,5,320208,ISO8_PINK
20209,2,500,2,500000,15,0,5,320209,icon_multi_reward_biometrics
20210,2,500,2,500000,17,0,5,320210,icon_multi_reward_uru
20211,2,500,2,500000,20,0,5,320211,chest_multi_reward_1
20301,2,500,3,1500000,0,1,5,320301,chest_multi_reward_shield
20302,2,500,3,1500000,0,0,5,320302,chest_multi_reward_1
20303,2,500,3,1500000,1,0,5,320303,gold
20304,2,500,3,1500000,3,0,5,320304,gearup_kit_02
20305,2,500,3,1500000,5,0,5,320305,ISO8_PINK
20306,2,500,3,1500000,7,0,5,320306,gearup_kit_01
20307,2,500,3,1500000,9,0,5,320307,icon_multi_reward_nornstone
20308,2,500,3,1500000,12,0,5,320308,ISO8_PINK
20309,2,500,3,1500000,15,0,5,320309,icon_multi_reward_biometrics
20310,2,500,3,1500000,17,0,5,320310,icon_multi_reward_uru
20311,2,500,3,1500000,20,0,5,320311,chest_multi_reward_1
20401,2,500,4,3200000,0,1,5,320401,chest_multi_reward_shield
20402,2,500,4,3200000,0,0,5,320402,chest_multi_reward_2
20403,2,500,4,3200000,1,0,5,320403,gold
20404,2,500,4,3200000,3,0,5,320404,gearup_kit_02
20405,2,500,4,3200000,5,0,5,320405,ISO8_PINK
20406,2,500,4,3200000,7,0,5,320406,gearup_kit_01
20407,2,500,4,3200000,9,0,5,320407,icon_multi_reward_nornstone
20408,2,500,4,3200000,12,0,5,320408,ISO8_PINK
20409,2,500,4,3200000,15,0,5,320409,icon_multi_reward_biometrics
20410,2,500,4,3200000,17,0,5,320410,icon_multi_reward_uru
20411,2,500,4,3200000,20,0,5,320411,chest_multi_reward_2
20501,2,500,5,5600000,0,1,5,320501,chest_multi_reward_shield
20502,2,500,5,5600000,0,0,5,320502,chest_multi_reward_3
20503,2,500,5,5600000,1,0,5,320503,gold
20504,2,500,5,5600000,3,0,5,320504,gearup_kit_02
20505,2,500,5,5600000,5,0,5,320505,ISO8_PINK
20506,2,500,5,5600000,7,0,5,320506,gearup_kit_01
20507,2,500,5,5600000,9,0,5,320507,icon_multi_reward_nornstone
20508,2,500,5,5600000,12,0,5,320508,ISO8_PINK
20509,2,500,5,5600000,15,0,5,320509,icon_multi_reward_biometrics
20510,2,500,5,5600000,17,0,5,320510,icon_multi_reward_uru
20511,2,500,5,5600000,20,0,5,320511,chest_multi_reward_3
20601,2,500,6,8800000,0,1,5,320601,chest_multi_reward_shield
20602,2,500,6,8800000,0,0,5,320602,chest_multi_reward_4
20603,2,500,6,8800000,1,0,5,320603,gold
20604,2,500,6,8800000,3,0,5,320604,gearup_kit_02
20605,2,500,6,8800000,5,0,5,320605,ISO8_PINK
20606,2,500,6,8800000,7,0,5,320606,gearup_kit_01
20607,2,500,6,8800000,9,0,5,320607,icon_multi_reward_nornstone
20608,2,500,6,8800000,12,0,5,320608,ISO8_PINK
20609,2,500,6,8800000,15,0,5,320609,icon_multi_reward_biometrics
20610,2,500,6,8800000,17,0,5,320610,icon_multi_reward_uru
20611,2,500,6,8800000,20,0,5,320611,chest_multi_reward_4
20701,2,500,7,13300000,0,1,5,320701,chest_multi_reward_shield
20702,2,500,7,13300000,0,0,5,320702,chest_multi_reward_5
20703,2,500,7,13300000,1,0,5,320703,gold
20704,2,500,7,13300000,3,0,5,320704,gearup_kit_02
20705,2,500,7,13300000,5,0,5,320705,ISO8_PINK
20706,2,500,7,13300000,7,0,5,320706,gearup_kit_01
20707,2,500,7,13300000,9,0,5,320707,icon_multi_reward_nornstone
20708,2,500,7,13300000,12,0,5,320708,ISO8_PINK
20709,2,500,7,13300000,15,0,5,320709,icon_multi_reward_biometrics
20710,2,500,7,13300000,17,0,5,320710,icon_multi_reward_uru
20711,2,500,7,13300000,20,0,5,320711,chest_multi_reward_5
20801,2,500,8,20300000,0,1,5,320801,chest_multi_reward_shield
20802,2,500,8,20300000,0,0,5,320802,chest_multi_reward_6
20803,2,500,8,20300000,1,0,5,320803,gold
20804,2,500,8,20300000,3,0,5,320804,gearup_kit_02
20805,2,500,8,20300000,5,0,5,320805,ISO8_PINK
20806,2,500,8,20300000,7,0,5,320806,gearup_kit_01
20807,2,500,8,20300000,9,0,5,320807,icon_multi_reward_nornstone
20808,2,500,8,20300000,12,0,5,320808,ISO8_PINK
20809,2,500,8,20300000,15,0,5,320809,icon_multi_reward_biometrics
20810,2,500,8,20300000,17,0,5,320810,icon_multi_reward_uru
20811,2,500,8,20300000,20,0,5,320811,chest_multi_reward_6
30101,3,1000,1,0,0,1,5,330101,chest_multi_reward_shield
30102,3,1000,1,0,0,0,5,330102,chest_multi_reward_1
30103,3,1000,1,0,1,0,5,330103,gold
30104,3,1000,1,0,3,0,5,330104,gearup_kit_02
30105,3,1000,1,0,5,0,5,330105,ISO8_PINK
30106,3,1000,1,0,7,0,5,330106,gearup_kit_01
30107,3,1000,1,0,9,0,5,330107,icon_multi_reward_nornstone
30108,3,1000,1,0,12,0,5,330108,ISO8_PINK
30109,3,1000,1,0,15,0,5,330109,icon_multi_reward_biometrics
30110,3,1000,1,0,17,0,5,330110,icon_multi_reward_uru
30111,3,1000,1,0,20,0,5,330111,chest_multi_reward_1
30201,3,1000,2,500000,0,1,5,330201,chest_multi_reward_shield
30202,3,1000,2,500000,0,0,5,330202,chest_multi_reward_1
30203,3,1000,2,500000,1,0,5,330203,gold
30204,3,1000,2,500000,3,0,5,330204,gearup_kit_02
30205,3,1000,2,500000,5,0,5,330205,ISO8_PINK
30206,3,1000,2,500000,7,0,5,330206,gearup_kit_01
30207,3,1000,2,500000,9,0,5,330207,icon_multi_reward_nornstone
30208,3,1000,2,500000,12,0,5,330208,ISO8_PINK
30209,3,1000,2,500000,15,0,5,330209,icon_multi_reward_biometrics
30210,3,1000,2,500000,17,0,5,330210,icon_multi_reward_uru
30211,3,1000,2,500000,20,0,5,330211,chest_multi_reward_1
30301,3,1000,3,1500000,0,1,5,330301,chest_multi_reward_shield
30302,3,1000,3,1500000,0,0,5,330302,chest_multi_reward_1
30303,3,1000,3,1500000,1,0,5,330303,gold
30304,3,1000,3,1500000,3,0,5,330304,gearup_kit_02
30305,3,1000,3,1500000,5,0,5,330305,ISO8_PINK
30306,3,1000,3,1500000,7,0,5,330306,gearup_kit_01
30307,3,1000,3,1500000,9,0,5,330307,icon_multi_reward_nornstone
30308,3,1000,3,1500000,12,0,5,330308,ISO8_PINK
30309,3,1000,3,1500000,15,0,5,330309,icon_multi_reward_biometrics
30310,3,1000,3,1500000,17,0,5,330310,icon_multi_reward_uru
30311,3,1000,3,1500000,20,0,5,330311,chest_multi_reward_1
30401,3,1000,4,3200000,0,1,5,330401,chest_multi_reward_shield
30402,3,1000,4,3200000,0,0,5,330402,chest_multi_reward_2
30403,3,1000,4,3200000,1,0,5,330403,gold
30404,3,1000,4,3200000,3,0,5,330404,gearup_kit_02
30405,3,1000,4,3200000,5,0,5,330405,ISO8_PINK
30406,3,1000,4,3200000,7,0,5,330406,gearup_kit_01
30407,3,1000,4,3200000,9,0,5,330407,icon_multi_reward_nornstone
30408,3,1000,4,3200000,12,0,5,330408,ISO8_PINK
30409,3,1000,4,3200000,15,0,5,330409,icon_multi_reward_biometrics
30410,3,1000,4,3200000,17,0,5,330410,icon_multi_reward_uru
30411,3,1000,4,3200000,20,0,5,330411,chest_multi_reward_2
30501,3,1000,5,5600000,0,1,5,330501,chest_multi_reward_shield
30502,3,1000,5,5600000,0,0,5,330502,chest_multi_reward_3
30503,3,1000,5,5600000,1,0,5,330503,gold
30504,3,1000,5,5600000,3,0,5,330504,gearup_kit_02
30505,3,1000,5,5600000,5,0,5,330505,ISO8_PINK
30506,3,1000,5,5600000,7,0,5,330506,gearup_kit_01
30507,3,1000,5,5600000,9,0,5,330507,icon_multi_reward_nornstone
30508,3,1000,5,5600000,12,0,5,330508,ISO8_PINK
30509,3,1000,5,5600000,15,0,5,330509,icon_multi_reward_biometrics
30510,3,1000,5,5600000,17,0,5,330510,icon_multi_reward_uru
30511,3,1000,5,5600000,20,0,5,330511,chest_multi_reward_3
30601,3,1000,6,8800000,0,1,5,330601,chest_multi_reward_shield
30602,3,1000,6,8800000,0,0,5,330602,chest_multi_reward_4
30603,3,1000,6,8800000,1,0,5,330603,gold
30604,3,1000,6,8800000,3,0,5,330604,gearup_kit_02
30605,3,1000,6,8800000,5,0,5,330605,ISO8_PINK
30606,3,1000,6,8800000,7,0,5,330606,gearup_kit_01
30607,3,1000,6,8800000,9,0,5,330607,icon_multi_reward_nornstone
30608,3,1000,6,8800000,12,0,5,330608,ISO8_PINK
30609,3,1000,6,8800000,15,0,5,330609,icon_multi_reward_biometrics
30610,3,1000,6,8800000,17,0,5,330610,icon_multi_reward_uru
30611,3,1000,6,8800000,20,0,5,330611,chest_multi_reward_4
30701,3,1000,7,13300000,0,1,5,330701,chest_multi_reward_shield
30702,3,1000,7,13300000,0,0,5,330702,chest_multi_reward_5
30703,3,1000,7,13300000,1,0,5,330703,gold
30704,3,1000,7,13300000,3,0,5,330704,gearup_kit_02
30705,3,1000,7,13300000,5,0,5,330705,ISO8_PINK
30706,3,1000,7,13300000,7,0,5,330706,gearup_kit_01
30707,3,1000,7,13300000,9,0,5,330707,icon_multi_reward_nornstone
30708,3,1000,7,13300000,12,0,5,330708,ISO8_PINK
30709,3,1000,7,13300000,15,0,5,330709,icon_multi_reward_biometrics
30710,3,1000,7,13300000,17,0,5,330710,icon_multi_reward_uru
30711,3,1000,7,13300000,20,0,5,330711,chest_multi_reward_5
30801,3,1000,8,20300000,0,1,5,330801,chest_multi_reward_shield
30802,3,1000,8,20300000,0,0,5,330802,chest_multi_reward_6
30803,3,1000,8,20300000,1,0,5,330803,gold
30804,3,1000,8,20300000,3,0,5,330804,gearup_kit_02
30805,3,1000,8,20300000,5,0,5,330805,ISO8_PINK
30806,3,1000,8,20300000,7,0,5,330806,gearup_kit_01
30807,3,1000,8,20300000,9,0,5,330807,icon_multi_reward_nornstone
30808,3,1000,8,20300000,12,0,5,330808,ISO8_PINK
30809,3,1000,8,20300000,15,0,5,330809,icon_multi_reward_biometrics
30810,3,1000,8,20300000,17,0,5,330810,icon_multi_reward_uru
30811,3,1000,8,20300000,20,0,5,330811,chest_multi_reward_6
40101,4,1500,1,0,0,1,5,340101,chest_multi_reward_shield
40102,4,1500,1,0,0,0,5,340102,chest_multi_reward_1
40103,4,1500,1,0,1,0,5,340103,gold
40104,4,1500,1,0,3,0,5,340104,gearup_kit_02
40105,4,1500,1,0,5,0,5,340105,ISO8_PINK
40106,4,1500,1,0,7,0,5,340106,gearup_kit_01
40107,4,1500,1,0,9,0,5,340107,icon_multi_reward_nornstone
40108,4,1500,1,0,12,0,5,340108,ISO8_PINK
40109,4,1500,1,0,15,0,5,340109,icon_multi_reward_biometrics
40110,4,1500,1,0,17,0,5,340110,icon_multi_reward_uru
40111,4,1500,1,0,20,0,5,340111,chest_multi_reward_1
40201,4,1500,2,500000,0,1,5,340201,chest_multi_reward_shield
40202,4,1500,2,500000,0,0,5,340202,chest_multi_reward_1
40203,4,1500,2,500000,1,0,5,340203,gold
40204,4,1500,2,500000,3,0,5,340204,gearup_kit_02
40205,4,1500,2,500000,5,0,5,340205,ISO8_PINK
40206,4,1500,2,500000,7,0,5,340206,gearup_kit_01
40207,4,1500,2,500000,9,0,5,340207,icon_multi_reward_nornstone
40208,4,1500,2,500000,12,0,5,340208,ISO8_PINK
40209,4,1500,2,500000,15,0,5,340209,icon_multi_reward_biometrics
40210,4,1500,2,500000,17,0,5,340210,icon_multi_reward_uru
40211,4,1500,2,500000,20,0,5,340211,chest_multi_reward_1
40301,4,1500,3,1500000,0,1,5,340301,chest_multi_reward_shield
40302,4,1500,3,1500000,0,0,5,340302,chest_multi_reward_1
40303,4,1500,3,1500000,1,0,5,340303,gold
40304,4,1500,3,1500000,3,0,5,340304,gearup_kit_02
40305,4,1500,3,1500000,5,0,5,340305,ISO8_PINK
40306,4,1500,3,1500000,7,0,5,340306,gearup_kit_01
40307,4,1500,3,1500000,9,0,5,340307,icon_multi_reward_nornstone
40308,4,1500,3,1500000,12,0,5,340308,ISO8_PINK
40309,4,1500,3,1500000,15,0,5,340309,icon_multi_reward_biometrics
40310,4,1500,3,1500000,17,0,5,340310,icon_multi_reward_uru
40311,4,1500,3,1500000,20,0,5,340311,chest_multi_reward_1
40401,4,1500,4,3200000,0,1,5,340401,chest_multi_reward_shield
40402,4,1500,4,3200000,0,0,5,340402,chest_multi_reward_2
40403,4,1500,4,3200000,1,0,5,340403,gold
40404,4,1500,4,3200000,3,0,5,340404,gearup_kit_02
40405,4,1500,4,3200000,5,0,5,340405,ISO8_PINK
40406,4,1500,4,3200000,7,0,5,340406,gearup_kit_01
40407,4,1500,4,3200000,9,0,5,340407,icon_multi_reward_nornstone
40408,4,1500,4,3200000,12,0,5,340408,ISO8_PINK
40409,4,1500,4,3200000,15,0,5,340409,icon_multi_reward_biometrics
40410,4,1500,4,3200000,17,0,5,340410,icon_multi_reward_uru
40411,4,1500,4,3200000,20,0,5,340411,chest_multi_reward_2
40501,4,1500,5,5600000,0,1,5,340501,chest_multi_reward_shield
40502,4,1500,5,5600000,0,0,5,340502,chest_multi_reward_3
40503,4,1500,5,5600000,1,0,5,340503,gold
40504,4,1500,5,5600000,3,0,5,340504,gearup_kit_02
40505,4,1500,5,5600000,5,0,5,340505,ISO8_PINK
40506,4,1500,5,5600000,7,0,5,340506,gearup_kit_01
40507,4,1500,5,5600000,9,0,5,340507,icon_multi_reward_nornstone
40508,4,1500,5,5600000,12,0,5,340508,ISO8_PINK
40509,4,1500,5,5600000,15,0,5,340509,icon_multi_reward_biometrics
40510,4,1500,5,5600000,17,0,5,340510,icon_multi_reward_uru
40511,4,1500,5,5600000,20,0,5,340511,chest_multi_reward_3
40601,4,1500,6,8800000,0,1,5,340601,chest_multi_reward_shield
40602,4,1500,6,8800000,0,0,5,340602,chest_multi_reward_4
40603,4,1500,6,8800000,1,0,5,340603,gold
40604,4,1500,6,8800000,3,0,5,340604,gearup_kit_02
40605,4,1500,6,8800000,5,0,5,340605,ISO8_PINK
40606,4,1500,6,8800000,7,0,5,340606,gearup_kit_01
40607,4,1500,6,8800000,9,0,5,340607,icon_multi_reward_nornstone
40608,4,1500,6,8800000,12,0,5,340608,ISO8_PINK
40609,4,1500,6,8800000,15,0,5,340609,icon_multi_reward_biometrics
40610,4,1500,6,8800000,17,0,5,340610,icon_multi_reward_uru
40611,4,1500,6,8800000,20,0,5,340611,chest_multi_reward_4
40701,4,1500,7,13300000,0,1,5,340701,chest_multi_reward_shield
40702,4,1500,7,13300000,0,0,5,340702,chest_multi_reward_5
40703,4,1500,7,13300000,1,0,5,340703,gold
40704,4,1500,7,13300000,3,0,5,340704,gearup_kit_02
40705,4,1500,7,13300000,5,0,5,340705,ISO8_PINK
40706,4,1500,7,13300000,7,0,5,340706,gearup_kit_01
40707,4,1500,7,13300000,9,0,5,340707,icon_multi_reward_nornstone
40708,4,1500,7,13300000,12,0,5,340708,ISO8_PINK
40709,4,1500,7,13300000,15,0,5,340709,icon_multi_reward_biometrics
40710,4,1500,7,13300000,17,0,5,340710,icon_multi_reward_uru
40711,4,1500,7,13300000,20,0,5,340711,chest_multi_reward_5
40801,4,1500,8,20300000,0,1,5,340801,chest_multi_reward_shield
40802,4,1500,8,20300000,0,0,5,340802,chest_multi_reward_6
40803,4,1500,8,20300000,1,0,5,340803,gold
40804,4,1500,8,20300000,3,0,5,340804,gearup_kit_02
40805,4,1500,8,20300000,5,0,5,340805,ISO8_PINK
40806,4,1500,8,20300000,7,0,5,340806,gearup_kit_01
40807,4,1500,8,20300000,9,0,5,340807,icon_multi_reward_nornstone
40808,4,1500,8,20300000,12,0,5,340808,ISO8_PINK
40809,4,1500,8,20300000,15,0,5,340809,icon_multi_reward_biometrics
40810,4,1500,8,20300000,17,0,5,340810,icon_multi_reward_uru
40811,4,1500,8,20300000,20,0,5,340811,chest_multi_reward_6
50101,5,2000,1,0,0,1,5,350101,chest_multi_reward_shield
50102,5,2000,1,0,0,0,5,350102,chest_multi_reward_1
50103,5,2000,1,0,1,0,5,350103,gold
50104,5,2000,1,0,3,0,5,350104,gearup_kit_02
50105,5,2000,1,0,5,0,5,350105,ISO8_PINK
50106,5,2000,1,0,7,0,5,350106,gearup_kit_01
50107,5,2000,1,0,9,0,5,350107,icon_multi_reward_nornstone
50108,5,2000,1,0,12,0,5,350108,ISO8_PINK
50109,5,2000,1,0,15,0,5,350109,icon_multi_reward_biometrics
50110,5,2000,1,0,17,0,5,350110,icon_multi_reward_uru
50111,5,2000,1,0,20,0,5,350111,chest_multi_reward_1
50201,5,2000,2,500000,0,1,5,350201,chest_multi_reward_shield
50202,5,2000,2,500000,0,0,5,350202,chest_multi_reward_1
50203,5,2000,2,500000,1,0,5,350203,gold
50204,5,2000,2,500000,3,0,5,350204,gearup_kit_02
50205,5,2000,2,500000,5,0,5,350205,ISO8_PINK
50206,5,2000,2,500000,7,0,5,350206,gearup_kit_01
50207,5,2000,2,500000,9,0,5,350207,icon_multi_reward_nornstone
50208,5,2000,2,500000,12,0,5,350208,ISO8_PINK
50209,5,2000,2,500000,15,0,5,350209,icon_multi_reward_biometrics
50210,5,2000,2,500000,17,0,5,350210,icon_multi_reward_uru
50211,5,2000,2,500000,20,0,5,350211,chest_multi_reward_1
50301,5,2000,3,1500000,0,1,5,350301,chest_multi_reward_shield
50302,5,2000,3,1500000,0,0,5,350302,chest_multi_reward_1
50303,5,2000,3,1500000,1,0,5,350303,gold
50304,5,2000,3,1500000,3,0,5,350304,gearup_kit_02
50305,5,2000,3,1500000,5,0,5,350305,ISO8_PINK
50306,5,2000,3,1500000,7,0,5,350306,gearup_kit_01
50307,5,2000,3,1500000,9,0,5,350307,icon_multi_reward_nornstone
50308,5,2000,3,1500000,12,0,5,350308,ISO8_PINK
50309,5,2000,3,1500000,15,0,5,350309,icon_multi_reward_biometrics
50310,5,2000,3,1500000,17,0,5,350310,icon_multi_reward_uru
50311,5,2000,3,1500000,20,0,5,350311,chest_multi_reward_1
50401,5,2000,4,3200000,0,1,5,350401,chest_multi_reward_shield
50402,5,2000,4,3200000,0,0,5,350402,chest_multi_reward_2
50403,5,2000,4,3200000,1,0,5,350403,gold
50404,5,2000,4,3200000,3,0,5,350404,gearup_kit_02
50405,5,2000,4,3200000,5,0,5,350405,ISO8_PINK
50406,5,2000,4,3200000,7,0,5,350406,gearup_kit_01
50407,5,2000,4,3200000,9,0,5,350407,icon_multi_reward_nornstone
50408,5,2000,4,3200000,12,0,5,350408,ISO8_PINK
50409,5,2000,4,3200000,15,0,5,350409,icon_multi_reward_biometrics
50410,5,2000,4,3200000,17,0,5,350410,icon_multi_reward_uru
50411,5,2000,4,3200000,20,0,5,350411,chest_multi_reward_2
50501,5,2000,5,5600000,0,1,5,350501,chest_multi_reward_shield
50502,5,2000,5,5600000,0,0,5,350502,chest_multi_reward_3
50503,5,2000,5,5600000,1,0,5,350503,gold
50504,5,2000,5,5600000,3,0,5,350504,gearup_kit_02
50505,5,2000,5,5600000,5,0,5,350505,ISO8_PINK
50506,5,2000,5,5600000,7,0,5,350506,gearup_kit_01
50507,5,2000,5,5600000,9,0,5,350507,icon_multi_reward_nornstone
50508,5,2000,5,5600000,12,0,5,350508,ISO8_PINK
50509,5,2000,5,5600000,15,0,5,350509,icon_multi_reward_biometrics
50510,5,2000,5,5600000,17,0,5,350510,icon_multi_reward_uru
50511,5,2000,5,5600000,20,0,5,350511,chest_multi_reward_3
50601,5,2000,6,8800000,0,1,5,350601,chest_multi_reward_shield
50602,5,2000,6,8800000,0,0,5,350602,chest_multi_reward_4
50603,5,2000,6,8800000,1,0,5,350603,gold
50604,5,2000,6,8800000,3,0,5,350604,gearup_kit_02
50605,5,2000,6,8800000,5,0,5,350605,ISO8_PINK
50606,5,2000,6,8800000,7,0,5,350606,gearup_kit_01
50607,5,2000,6,8800000,9,0,5,350607,icon_multi_reward_nornstone
50608,5,2000,6,8800000,12,0,5,350608,ISO8_PINK
50609,5,2000,6,8800000,15,0,5,350609,icon_multi_reward_biometrics
50610,5,2000,6,8800000,17,0,5,350610,icon_multi_reward_uru
50611,5,2000,6,8800000,20,0,5,350611,chest_multi_reward_4
50701,5,2000,7,13300000,0,1,5,350701,chest_multi_reward_shield
50702,5,2000,7,13300000,0,0,5,350702,chest_multi_reward_5
50703,5,2000,7,13300000,1,0,5,350703,gold
50704,5,2000,7,13300000,3,0,5,350704,gearup_kit_02
50705,5,2000,7,13300000,5,0,5,350705,ISO8_PINK
50706,5,2000,7,13300000,7,0,5,350706,gearup_kit_01
50707,5,2000,7,13300000,9,0,5,350707,icon_multi_reward_nornstone
