HERO_GROUP_ID,MATERIAL_ID_1,MATERIAL_QTY_1,MATERIAL_ID_2,MATERIAL_QTY_2,MATERIAL_ID_3,MATERIAL_QTY_3,MATERIAL_ID_4,MATERIAL_QTY_4,MATERIAL_ID_5,MATERIAL_QTY_5,REQ_COIN,REQ_TIER
36,1000036,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
37,1000037,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
38,1000038,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
39,1000039,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
40,1000040,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
41,1000041,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
42,1000042,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
43,1000043,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
44,1000044,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
45,1000045,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
46,1000046,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
47,1000047,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
48,1000048,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
49,1000049,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
50,1000050,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
51,1000051,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
52,1000052,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
53,1000053,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
54,1000054,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
55,1000055,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
56,1000056,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
57,1000057,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
58,1000058,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
59,1000059,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
60,1000060,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
61,1000061,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
62,1000062,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
63,1000063,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
64,1000064,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
65,1000065,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
66,1000066,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
67,1000067,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
68,1000068,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
70,1000070,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
71,1000071,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
72,1000072,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
78,1000078,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
79,1000079,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
80,1000080,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
81,1000081,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
82,1000082,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
83,1000083,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
84,1000084,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
85,1000085,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
86,1000086,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
87,1000087,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
88,1000088,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
89,1000089,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
90,1000090,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
91,1000091,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
92,1000092,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
93,1000093,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
94,1000094,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
95,1000095,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
96,1000096,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
97,1000097,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
98,1000098,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
102,1000102,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
103,1000103,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
104,1000104,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
106,1000106,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
107,1000107,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
108,1000108,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
109,1000109,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
110,1000110,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
111,1000111,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
112,1000112,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
113,1000113,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
114,1000114,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
115,1000115,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
117,1000117,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
118,1000118,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
119,1000119,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
120,1000120,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
121,1000121,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
122,1000122,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
123,1000123,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
126,1000126,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
127,1000127,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
128,1000128,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
129,1000129,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
130,1000130,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
131,1000131,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
132,1000132,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
133,1000133,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
134,1000134,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
135,1000135,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
136,1000136,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
137,1000137,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
138,1000138,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
143,1000143,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
144,1000144,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
145,1000145,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
146,1000146,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
147,1000147,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
148,1000148,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
149,1000149,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
150,1000150,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
151,1000151,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
153,1000153,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
154,1000154,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
155,1000155,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
156,1000156,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
157,1000157,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
158,1000158,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
159,1000159,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
160,1000160,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
161,1000161,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
162,1000162,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
163,1000163,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
165,1000165,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
166,1000166,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
167,1000167,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
169,1000169,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
170,1000170,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
171,1000171,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
172,1000172,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
173,1000173,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
174,1000174,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
175,1000175,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
176,1000176,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
177,1000177,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
178,1000178,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
180,1000180,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
181,1000181,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
182,1000182,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
184,1000184,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
185,1000185,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
186,1000186,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
187,1000187,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
188,1000188,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
189,1000189,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
190,1000190,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
191,1000191,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
192,1000192,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
193,1000193,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
194,1000194,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
195,1000195,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
196,1000196,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
197,1000197,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
198,1000198,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
200,1000200,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
201,1000201,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
202,1000202,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
203,1000203,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
204,1000204,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
205,1000205,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
206,1000206,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
207,1000207,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
208,1000208,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
209,1000209,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
210,1000210,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
211,1000211,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
212,1000212,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
213,1000213,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
214,1000214,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
215,1000215,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
216,1000216,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
217,1000217,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
218,1000218,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
219,1000219,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
220,1000220,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
221,1000221,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
223,1000223,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
224,1000224,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
225,1000225,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
227,1000227,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
228,1000228,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
229,1000229,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
230,1000230,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
231,1000231,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
232,1000232,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
233,1000233,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
234,1000234,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
236,1000236,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
237,1000237,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
238,1000238,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
239,1000239,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
242,1000242,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
243,1000243,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
245,1000245,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
246,1000246,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
247,1000247,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
248,1000248,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
249,1000249,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
250,1000250,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
251,1000251,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
252,1000252,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
254,1000254,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
255,1000255,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
256,1000256,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
257,1000257,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
258,1000258,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
260,1000260,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
261,1000261,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
262,1000262,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
263,1000263,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
265,1000265,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
266,1000266,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
268,1000268,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
269,1000269,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
271,1000271,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
272,1000272,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
273,1000273,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
274,1000274,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
275,1000275,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
276,1000276,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
277,1000277,75,1020003,150,1070001,400,1020005,500,0,0,2500000,1
278,1000278,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
279,1000279,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
280,1000280,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
282,1000282,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
284,1000284,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
286,1000286,75,1020001,150,1070001,400,1020005,500,0,0,2500000,1
287,1000287,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
288,1000288,75,1020004,150,1070001,400,1020005,500,0,0,2500000,1
289,1000289,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
290,1000290,75,1020002,150,1070001,400,1020005,500,0,0,2500000,1
291,1000291,75,1100001,150,1110001,400,1120001,500,0,0,2500000,1
1,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
3,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
10,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
8,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
49,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
164,1130003,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
37,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
129,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
82,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
153,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
179,1130001,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
26,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
125,1130001,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
75,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
124,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
28,1130002,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
198,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
123,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
139,1130003,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
141,1130001,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
176,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
31,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
217,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
140,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
7,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
36,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
199,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
2,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
105,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
38,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
126,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
116,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
4,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
42,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
72,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
240,1130004,10,1140001,1600,1140002,2000,1140003,1000,0,0,5000000,2
14,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
142,1130002,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
128,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
16,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
29,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
69,1130004,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
77,1130004,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
30,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
216,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
146,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
183,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
27,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
89,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
178,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
80,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
242,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
245,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
106,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
43,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
160,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
152,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
13,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
23,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
88,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
92,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
94,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
6,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
40,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
71,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
192,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
70,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
55,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
177,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
154,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
32,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
256,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
157,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
65,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
231,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
19,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
201,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
18,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
87,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
5,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
11,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
136,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
190,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
41,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
168,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
260,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
53,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
81,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
185,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
262,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
248,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
61,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
264,1130002,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
267,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
226,1130001,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
48,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
230,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
150,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
184,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
273,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
46,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
238,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
274,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
228,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
275,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
276,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
277,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
278,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
162,1130003,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
279,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
280,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
281,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
282,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
283,1130001,10,1140001,1050,1140002,1300,1140003,700,0,0,3750000,2
284,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
285,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
288,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
175,1130004,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
289,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
290,1130002,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
291,1130001,10,1140001,700,1140002,900,1140003,450,0,0,2500000,2
292,1130002,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
293,1130004,10,1140001,1400,1140002,1800,1140003,900,0,0,5000000,2
3,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
79,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
