POTENTIAL_ID,POINT_PROB,POINT_QTY
21301,350000,100000
21301,50000,100000
21331,600000,100000
21331,350000,100000
21331,50000,100000
21391,600000,100000
21391,350000,100000
21391,50000,100000
21401,600000,100000
21401,350000,100000
21401,50000,100000
21411,600000,100000
21411,350000,100000
21411,50000,100000
21421,600000,100000
21421,350000,100000
21421,50000,100000
21441,600000,100000
21441,350000,100000
21441,50000,100000
21471,600000,100000
21471,350000,100000
21471,50000,100000
21511,600000,100000
21511,350000,100000
21511,50000,100000
21521,600000,100000
21521,350000,100000
21521,50000,100000
21531,600000,100000
21531,350000,100000
21531,50000,100000
21571,600000,100000
21571,350000,100000
21571,50000,100000
21591,600000,100000
21591,350000,100000
21591,50000,100000
21601,600000,100000
21601,350000,100000
21601,50000,100000
21641,600000,100000
21641,350000,100000
21641,50000,100000
21671,600000,100000
21671,350000,100000
21671,50000,100000
21681,600000,100000
21681,350000,100000
21681,50000,100000
21721,600000,100000
21721,350000,100000
21721,50000,100000
21731,600000,100000
21731,350000,100000
21731,50000,100000
21751,600000,100000
21751,350000,100000
21751,50000,100000
21761,600000,100000
21761,350000,100000
21761,50000,100000
21781,600000,100000
21781,350000,100000
21781,50000,100000
21791,600000,100000
21791,350000,100000
21791,50000,100000
21801,600000,100000
21801,350000,100000
21801,50000,100000
21811,600000,100000
21811,350000,100000
21811,50000,100000
21821,600000,100000
21821,350000,100000
21821,50000,100000
21831,600000,100000
21831,350000,100000
21831,50000,100000
21851,600000,100000
21851,350000,100000
21851,50000,100000
21891,600000,100000
21891,350000,100000
21891,50000,100000
21931,600000,100000
21931,350000,100000
21931,50000,100000
21941,600000,100000
21941,350000,100000
21941,50000,100000
21981,600000,100000
21981,350000,100000
21981,50000,100000
21991,600000,100000
21991,350000,100000
21991,50000,100000
22031,600000,100000
22031,350000,100000
22031,50000,100000
22041,600000,100000
22041,350000,100000
22041,50000,100000
22101,600000,100000
22101,350000,100000
22101,50000,100000
22121,600000,100000
22121,350000,100000
22121,50000,100000
22161,600000,100000
22161,350000,100000
22161,50000,100000
22171,600000,100000
22171,350000,100000
22171,50000,100000
22181,600000,100000
22181,350000,100000
22181,50000,100000
22201,600000,100000
22201,350000,100000
22201,50000,100000
22211,600000,100000
22211,350000,100000
22211,50000,100000
22221,600000,100000
22221,350000,100000
22221,50000,100000
22231,600000,100000
22231,350000,100000
22231,50000,100000
22251,600000,100000
22251,350000,100000
22251,50000,100000
22261,600000,100000
22261,350000,100000
22261,50000,100000
22291,600000,100000
22291,350000,100000
22291,50000,100000
22311,600000,100000
22311,350000,100000
22311,50000,100000
22351,600000,100000
22351,350000,100000
22351,50000,100000
22361,600000,100000
22361,350000,100000
22361,50000,100000
22371,600000,100000
22371,350000,100000
22371,50000,100000
22411,600000,100000
22411,350000,100000
22411,50000,100000
22441,600000,100000
22441,350000,100000
22441,50000,100000
22521,600000,100000
22521,350000,100000
22521,50000,100000
22531,600000,100000
22531,350000,100000
22531,50000,100000
22561,600000,100000
22561,350000,100000
22561,50000,100000
22591,600000,100000
22591,350000,100000
22591,50000,100000
22671,600000,100000
22671,350000,100000
22671,50000,100000
22811,600000,100000
22811,350000,100000
22811,50000,100000
22831,600000,100000
22831,350000,100000
22831,50000,100000
22841,600000,100000
22841,350000,100000
22841,50000,100000
22851,600000,100000
22851,350000,100000
22851,50000,100000
22891,600000,100000
22891,350000,100000
22891,50000,100000
22901,600000,100000
22901,350000,100000
22901,50000,100000
22921,600000,100000
22921,350000,100000
22921,50000,100000
22931,600000,100000
22931,350000,100000
22931,50000,100000
