GROUP_ID,ID,GRADE_TYPE,GRADE_PROBABILITY,TIME,HERO_COUNT,RECOMMEND_HERO_COUNT,COST_TYPE,COST_VALUE,COST_QTY,REQ_HERO_LEVEL,EXP,TOKEN,WARP_IMG,WARP_LIST_IMG
2,20302,3,2000,21600,6,5,3,0,16660,40,194235,21,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20303,3,2000,21600,6,5,3,0,16660,40,194235,21,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20304,3,2000,21600,6,5,3,0,16660,40,194235,21,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20305,3,2000,21600,6,5,3,0,16660,40,194235,21,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20401,4,2000,21600,6,5,3,0,19040,45,310470,22,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20402,4,2000,21600,6,5,3,0,19040,45,310470,22,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20403,4,2000,21600,6,5,3,0,19040,45,310470,22,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20404,4,2000,21600,6,5,3,0,19040,45,310470,22,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20405,4,2000,21600,6,5,3,0,19040,45,310470,22,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20501,5,2000,21600,6,5,3,0,21420,50,498720,23,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20502,5,2000,21600,6,5,3,0,21420,50,498720,23,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20503,5,2000,21600,6,5,3,0,21420,50,498720,23,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20504,5,2000,21600,6,5,3,0,21420,50,498720,23,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20505,5,2000,21600,6,5,3,0,21420,50,498720,23,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20601,6,2000,21600,6,5,3,0,23800,60,1289175,24,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20602,6,2000,21600,6,5,3,0,23800,60,1289175,24,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20603,6,2000,21600,6,5,3,0,23800,60,1289175,24,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20604,6,2000,21600,6,5,3,0,23800,60,1289175,24,WARP_Jotunnheim,WARP_Jotunnheim_list
2,20605,6,2000,21600,6,5,3,0,23800,60,1289175,24,WARP_Jotunnheim,WARP_Jotunnheim_list
3,30101,1,2000,21600,7,5,3,0,13600,30,77235,23,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30102,1,2000,21600,7,5,3,0,13600,30,77235,23,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30103,1,2000,21600,7,5,3,0,13600,30,77235,23,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30104,1,2000,21600,7,5,3,0,13600,30,77235,23,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30105,1,2000,21600,7,5,3,0,13600,30,77235,23,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30201,2,2000,21600,7,5,3,0,16320,35,122235,24,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30202,2,2000,21600,7,5,3,0,16320,35,122235,24,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30203,2,2000,21600,7,5,3,0,16320,35,122235,24,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30204,2,2000,21600,7,5,3,0,16320,35,122235,24,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30205,2,2000,21600,7,5,3,0,16320,35,122235,24,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30301,3,2000,21600,7,5,3,0,19040,40,194235,25,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30302,3,2000,21600,7,5,3,0,19040,40,194235,25,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30303,3,2000,21600,7,5,3,0,19040,40,194235,25,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30304,3,2000,21600,7,5,3,0,19040,40,194235,25,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30305,3,2000,21600,7,5,3,0,19040,40,194235,25,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30401,4,2000,21600,7,5,3,0,21760,45,310470,26,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30402,4,2000,21600,7,5,3,0,21760,45,310470,26,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30403,4,2000,21600,7,5,3,0,21760,45,310470,26,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30404,4,2000,21600,7,5,3,0,21760,45,310470,26,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30405,4,2000,21600,7,5,3,0,21760,45,310470,26,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30501,5,2000,21600,7,5,3,0,24480,50,498720,27,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30502,5,2000,21600,7,5,3,0,24480,50,498720,27,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30503,5,2000,21600,7,5,3,0,24480,50,498720,27,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30504,5,2000,21600,7,5,3,0,24480,50,498720,27,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30505,5,2000,21600,7,5,3,0,24480,50,498720,27,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30601,6,2000,21600,7,5,3,0,27200,60,1289175,28,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30602,6,2000,21600,7,5,3,0,27200,60,1289175,28,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30603,6,2000,21600,7,5,3,0,27200,60,1289175,28,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30604,6,2000,21600,7,5,3,0,27200,60,1289175,28,WARP_BattleshipInside,WARP_BattleshipInside_list
3,30605,6,2000,21600,7,5,3,0,27200,60,1289175,28,WARP_BattleshipInside,WARP_BattleshipInside_list
4,40101,1,2000,21600,8,5,3,0,15300,30,77235,27,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40102,1,2000,21600,8,5,3,0,15300,30,77235,27,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40103,1,2000,21600,8,5,3,0,15300,30,77235,27,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40104,1,2000,21600,8,5,3,0,15300,30,77235,27,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40105,1,2000,21600,8,5,3,0,15300,30,77235,27,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40201,2,2000,21600,8,5,3,0,18360,35,122235,28,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40202,2,2000,21600,8,5,3,0,18360,35,122235,28,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40203,2,2000,21600,8,5,3,0,18360,35,122235,28,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40204,2,2000,21600,8,5,3,0,18360,35,122235,28,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40205,2,2000,21600,8,5,3,0,18360,35,122235,28,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40301,3,2000,21600,8,5,3,0,21420,40,194235,29,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40302,3,2000,21600,8,5,3,0,21420,40,194235,29,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40303,3,2000,21600,8,5,3,0,21420,40,194235,29,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40304,3,2000,21600,8,5,3,0,21420,40,194235,29,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40305,3,2000,21600,8,5,3,0,21420,40,194235,29,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40401,4,2000,21600,8,5,3,0,24480,45,310470,30,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40402,4,2000,21600,8,5,3,0,24480,45,310470,30,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40403,4,2000,21600,8,5,3,0,24480,45,310470,30,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40404,4,2000,21600,8,5,3,0,24480,45,310470,30,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40405,4,2000,21600,8,5,3,0,24480,45,310470,30,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40501,5,2000,21600,8,5,3,0,27540,50,498720,31,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40502,5,2000,21600,8,5,3,0,27540,50,498720,31,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40503,5,2000,21600,8,5,3,0,27540,50,498720,31,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40504,5,2000,21600,8,5,3,0,27540,50,498720,31,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40505,5,2000,21600,8,5,3,0,27540,50,498720,31,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40601,6,2000,21600,8,5,3,0,30600,60,1289175,32,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40602,6,2000,21600,8,5,3,0,30600,60,1289175,32,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40603,6,2000,21600,8,5,3,0,30600,60,1289175,32,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40604,6,2000,21600,8,5,3,0,30600,60,1289175,32,WARP_MunitionsFactory,WARP_MunitionsFactory_list
4,40605,6,2000,21600,8,5,3,0,30600,60,1289175,32,WARP_MunitionsFactory,WARP_MunitionsFactory_list
5,50101,1,2000,21600,9,5,3,0,17000,30,77235,31,WARP_CityCenter,WARP_CityCenter_list
5,50102,1,2000,21600,9,5,3,0,17000,30,77235,31,WARP_CityCenter,WARP_CityCenter_list
5,50103,1,2000,21600,9,5,3,0,17000,30,77235,31,WARP_CityCenter,WARP_CityCenter_list
5,50104,1,2000,21600,9,5,3,0,17000,30,77235,31,WARP_CityCenter,WARP_CityCenter_list
5,50105,1,2000,21600,9,5,3,0,17000,30,77235,31,WARP_CityCenter,WARP_CityCenter_list
5,50201,2,2000,21600,9,5,3,0,20400,35,122235,32,WARP_CityCenter,WARP_CityCenter_list
5,50202,2,2000,21600,9,5,3,0,20400,35,122235,32,WARP_CityCenter,WARP_CityCenter_list
5,50203,2,2000,21600,9,5,3,0,20400,35,122235,32,WARP_CityCenter,WARP_CityCenter_list
5,50204,2,2000,21600,9,5,3,0,20400,35,122235,32,WARP_CityCenter,WARP_CityCenter_list
5,50205,2,2000,21600,9,5,3,0,20400,35,122235,32,WARP_CityCenter,WARP_CityCenter_list
5,50301,3,2000,21600,9,5,3,0,23800,40,194235,33,WARP_CityCenter,WARP_CityCenter_list
5,50302,3,2000,21600,9,5,3,0,23800,40,194235,33,WARP_CityCenter,WARP_CityCenter_list
5,50303,3,2000,21600,9,5,3,0,23800,40,194235,33,WARP_CityCenter,WARP_CityCenter_list
5,50304,3,2000,21600,9,5,3,0,23800,40,194235,33,WARP_CityCenter,WARP_CityCenter_list
5,50305,3,2000,21600,9,5,3,0,23800,40,194235,33,WARP_CityCenter,WARP_CityCenter_list
5,50401,4,2000,21600,9,5,3,0,27200,45,310470,34,WARP_CityCenter,WARP_CityCenter_list
5,50402,4,2000,21600,9,5,3,0,27200,45,310470,34,WARP_CityCenter,WARP_CityCenter_list
5,50403,4,2000,21600,9,5,3,0,27200,45,310470,34,WARP_CityCenter,WARP_CityCenter_list
5,50404,4,2000,21600,9,5,3,0,27200,45,310470,34,WARP_CityCenter,WARP_CityCenter_list
5,50405,4,2000,21600,9,5,3,0,27200,45,310470,34,WARP_CityCenter,WARP_CityCenter_list
5,50501,5,2000,21600,9,5,3,0,30600,50,498720,35,WARP_CityCenter,WARP_CityCenter_list
5,50502,5,2000,21600,9,5,3,0,30600,50,498720,35,WARP_CityCenter,WARP_CityCenter_list
5,50503,5,2000,21600,9,5,3,0,30600,50,498720,35,WARP_CityCenter,WARP_CityCenter_list
5,50504,5,2000,21600,9,5,3,0,30600,50,498720,35,WARP_CityCenter,WARP_CityCenter_list
5,50505,5,2000,21600,9,5,3,0,30600,50,498720,35,WARP_CityCenter,WARP_CityCenter_list
5,50601,6,2000,21600,9,5,3,0,34000,60,1289175,36,WARP_CityCenter,WARP_CityCenter_list
5,50602,6,2000,21600,9,5,3,0,34000,60,1289175,36,WARP_CityCenter,WARP_CityCenter_list
5,50603,6,2000,21600,9,5,3,0,34000,60,1289175,36,WARP_CityCenter,WARP_CityCenter_list
5,50604,6,2000,21600,9,5,3,0,34000,60,1289175,36,WARP_CityCenter,WARP_CityCenter_list
5,50605,6,2000,21600,9,5,3,0,34000,60,1289175,36,WARP_CityCenter,WARP_CityCenter_list
6,60101,1,2000,21600,10,5,3,0,18700,30,77235,35,WARP_NewYork,WARP_NewYork_list
6,60102,1,2000,21600,10,5,3,0,18700,30,77235,35,WARP_NewYork,WARP_NewYork_list
6,60103,1,2000,21600,10,5,3,0,18700,30,77235,35,WARP_NewYork,WARP_NewYork_list
6,60104,1,2000,21600,10,5,3,0,18700,30,77235,35,WARP_NewYork,WARP_NewYork_list
6,60105,1,2000,21600,10,5,3,0,18700,30,77235,35,WARP_NewYork,WARP_NewYork_list
6,60201,2,2000,21600,10,5,3,0,22440,35,122235,36,WARP_NewYork,WARP_NewYork_list
6,60202,2,2000,21600,10,5,3,0,22440,35,122235,36,WARP_NewYork,WARP_NewYork_list
6,60203,2,2000,21600,10,5,3,0,22440,35,122235,36,WARP_NewYork,WARP_NewYork_list
6,60204,2,2000,21600,10,5,3,0,22440,35,122235,36,WARP_NewYork,WARP_NewYork_list
6,60205,2,2000,21600,10,5,3,0,22440,35,122235,36,WARP_NewYork,WARP_NewYork_list
6,60301,3,2000,21600,10,5,3,0,26180,40,194235,37,WARP_NewYork,WARP_NewYork_list
6,60302,3,2000,21600,10,5,3,0,26180,40,194235,37,WARP_NewYork,WARP_NewYork_list
6,60303,3,2000,21600,10,5,3,0,26180,40,194235,37,WARP_NewYork,WARP_NewYork_list
6,60304,3,2000,21600,10,5,3,0,26180,40,194235,37,WARP_NewYork,WARP_NewYork_list
6,60305,3,2000,21600,10,5,3,0,26180,40,194235,37,WARP_NewYork,WARP_NewYork_list
6,60401,4,2000,21600,10,5,3,0,29920,45,310470,38,WARP_NewYork,WARP_NewYork_list
6,60402,4,2000,21600,10,5,3,0,29920,45,310470,38,WARP_NewYork,WARP_NewYork_list
6,60403,4,2000,21600,10,5,3,0,29920,45,310470,38,WARP_NewYork,WARP_NewYork_list
6,60404,4,2000,21600,10,5,3,0,29920,45,310470,38,WARP_NewYork,WARP_NewYork_list
6,60405,4,2000,21600,10,5,3,0,29920,45,310470,38,WARP_NewYork,WARP_NewYork_list
6,60501,5,2000,21600,10,5,3,0,33660,50,498720,39,WARP_NewYork,WARP_NewYork_list
6,60502,5,2000,21600,10,5,3,0,33660,50,498720,39,WARP_NewYork,WARP_NewYork_list
6,60503,5,2000,21600,10,5,3,0,33660,50,498720,39,WARP_NewYork,WARP_NewYork_list
6,60504,5,2000,21600,10,5,3,0,33660,50,498720,39,WARP_NewYork,WARP_NewYork_list
6,60505,5,2000,21600,10,5,3,0,33660,50,498720,39,WARP_NewYork,WARP_NewYork_list
6,60601,6,2000,21600,10,5,3,0,37400,60,1289175,40,WARP_NewYork,WARP_NewYork_list
6,60602,6,2000,21600,10,5,3,0,37400,60,1289175,40,WARP_NewYork,WARP_NewYork_list
6,60603,6,2000,21600,10,5,3,0,37400,60,1289175,40,WARP_NewYork,WARP_NewYork_list
6,60604,6,2000,21600,10,5,3,0,37400,60,1289175,40,WARP_NewYork,WARP_NewYork_list
6,60605,6,2000,21600,10,5,3,0,37400,60,1289175,40,WARP_NewYork,WARP_NewYork_list
