STAGE_ID,TARGET_TYPE,TARGET_HIT_TYPE,AUTO_ABILITY_ID,AUTO_ABILITY_PARAM,AUTO_ABILITY_RATE,ABILITY_GROUP_ID,RAID_ABILITY_GROUP_ID,TYPE
190105,0,0,0,0,0,40102,0,1
190106,0,0,0,0,0,40103,0,1
190106,0,0,0,0,0,40104,0,1
190106,0,0,0,0,0,40105,0,1
190107,0,0,0,0,0,40106,0,1
190107,0,0,0,0,0,40107,0,1
190107,0,0,0,0,0,40108,0,1
190107,0,0,0,0,0,40109,0,1
190107,0,0,0,0,0,40110,0,1
200101,2,0,0,0,0,40111,0,1
71106,0,0,0,0,0,40112,0,1
190150,0,0,0,0,0,40113,0,1
190150,0,0,0,0,0,40114,0,1
190150,0,0,0,0,0,40115,0,1
190151,0,0,0,0,0,40116,0,1
190151,0,0,0,0,0,40117,0,1
190201,0,0,0,0,0,40118,0,1
190201,1,0,0,0,0,40119,0,1
190202,0,0,0,0,0,40120,0,1
190202,0,0,0,0,0,40121,0,1
190203,0,0,0,0,0,40122,0,1
190203,0,0,0,0,0,40123,0,1
190204,0,0,0,0,0,40124,0,1
190204,0,0,0,0,0,40125,0,1
190204,0,0,0,0,0,40126,0,1
197001,0,0,0,0,0,40127,0,1
197001,1,0,0,0,0,40128,0,1
197002,0,0,0,0,0,40129,0,1
197002,0,0,0,0,0,40130,0,1
197003,0,0,0,0,0,40131,0,1
197003,0,0,0,0,0,40132,0,1
197003,0,0,0,0,0,40133,0,1
197004,0,0,0,0,0,40134,0,1
197004,0,0,0,0,0,40135,0,1
197005,1,0,0,0,0,40136,0,1
197005,0,0,0,0,0,40137,0,1
360101,1,0,33,0,0,40138,0,1
360201,1,0,33,0,0,40139,0,1
360202,1,0,33,0,0,40140,0,1
197007,0,0,0,0,0,40141,0,1
197007,0,0,0,0,0,40142,0,1
197007,0,0,0,0,0,40143,0,1
197007,0,0,0,0,0,40144,0,1
197007,0,0,0,0,0,40145,0,1
197101,0,0,0,0,0,40146,0,1
197101,1,0,0,0,0,40147,0,1
197102,0,0,0,0,0,40148,0,1
197102,0,0,0,0,0,40149,0,1
197103,0,0,0,0,0,40150,0,1
197103,0,0,0,0,0,40151,0,1
197104,0,0,0,0,0,40152,0,1
197104,0,0,0,0,0,40153,0,1
197104,0,0,0,0,0,40154,0,1
360501,1,0,4,0,500,40155,0,1
360501,1,0,4,0,1000,40156,0,1
360701,1,0,0,0,0,40157,0,1
360801,1,0,0,0,0,40158,0,1
400201,0,1,4,0,5000,40159,0,1
400202,0,1,4,0,3000,40160,0,1
400203,0,0,5,0,1000,40161,0,1
400204,0,1,4,0,5000,40162,0,1
400301,1,0,33,0,0,40163,0,1
400301,0,0,5,0,1000,40164,0,1
400302,1,0,33,0,0,40165,0,1
400302,0,0,5,0,1000,40166,0,1
400303,1,0,33,0,0,40167,0,1
400303,0,0,5,0,1000,40168,0,1
400304,1,0,33,0,0,40169,0,1
400304,0,1,4,0,5000,40170,0,1
400401,0,0,5,0,1000,40171,0,1
400403,0,0,5,0,1000,40172,0,1
400404,0,0,5,0,1000,40173,0,1
360902,1,0,33,0,0,40174,0,1
361002,1,0,33,0,0,40174,0,1
360901,1,0,33,0,0,40175,0,1
360903,1,0,33,0,0,40176,0,1
440101,1,0,33,0,0,40177,0,1
440102,1,0,33,0,0,40178,0,1
440103,1,0,33,0,0,40179,0,1
80101,1,0,33,0,0,40180,0,1
361501,1,0,33,0,0,40174,0,1
361601,1,0,33,0,0,40174,0,1
500101,0,0,0,0,0,40181,0,3
500101,0,0,0,0,0,40182,0,4
500101,1,0,0,0,0,40183,0,5
500102,0,0,0,0,0,40184,0,3
500102,0,0,0,0,0,40185,0,4
500102,1,0,0,0,0,40186,0,5
500103,0,0,0,0,0,40187,0,3
500103,0,0,0,0,0,40188,0,4
500103,1,0,0,0,0,40189,0,5
500201,0,0,0,0,0,40190,0,3
500201,0,0,0,0,0,40191,0,4
500201,1,0,0,0,0,40192,0,5
500202,0,0,0,0,0,40193,0,3
500202,0,0,0,0,0,40194,0,4
500202,1,0,0,0,0,40195,0,5
500203,0,0,0,0,0,40196,0,3
500203,0,0,0,0,0,40197,0,4
500203,1,0,0,0,0,40198,0,5
500301,0,0,0,0,0,40199,0,3
500301,0,0,0,0,0,40200,0,4
500301,1,0,0,0,0,40201,0,5
500302,0,0,0,0,0,40202,0,3
500302,0,0,0,0,0,40203,0,4
500302,1,0,0,0,0,40204,0,5
500303,0,0,0,0,0,40205,0,3
500303,0,0,0,0,0,40206,0,4
500303,1,0,0,0,0,40207,0,5
500401,0,0,0,0,0,40208,0,3
500401,0,0,0,0,0,40209,0,4
500401,1,0,5,0,2000,40210,0,5
500402,0,0,0,0,0,40211,0,3
500402,0,0,0,0,0,40212,0,4
500402,1,0,5,0,2000,40213,0,5
500501,0,0,0,0,0,40214,0,3
500501,0,0,0,0,0,40215,0,4
500501,1,0,5,0,2000,40216,0,5
500601,0,0,0,0,0,40217,0,3
500601,0,0,0,0,0,40218,0,4
500601,1,0,5,0,2000,40219,0,5
500602,0,0,0,0,0,40220,0,3
500602,0,0,0,0,0,40221,0,4
500602,1,0,5,0,2000,40222,0,5
500701,0,0,0,0,0,40223,0,3
500701,0,0,0,0,0,40224,0,4
500701,1,0,5,0,2000,40225,0,5
500702,0,0,0,0,0,40226,0,3
500702,0,0,0,0,0,40227,0,4
500702,1,0,5,0,2000,40228,0,5
500703,0,0,0,0,0,40229,0,3
500703,0,0,0,0,0,40230,0,4
500703,1,0,5,0,2000,40231,0,5
500801,0,0,0,0,0,40232,0,3
500801,0,0,0,0,0,40233,0,4
500801,1,0,0,0,0,40234,0,5
500802,0,0,0,0,0,40235,0,3
500802,0,0,0,0,0,40236,0,4
500802,1,0,0,0,0,40237,0,5
500803,0,0,0,0,0,40238,0,3
500803,0,0,0,0,0,40239,0,4
500803,1,0,0,0,0,40240,0,5
500901,0,0,0,0,0,40241,0,3
500901,0,0,0,0,0,40242,0,4
500901,1,0,5,0,2000,40243,0,5
500902,0,0,0,0,0,40244,0,3
500902,0,0,0,0,0,40245,0,4
500902,1,0,5,0,2000,40246,0,5
501001,0,0,0,0,0,40247,0,3
501001,0,0,0,0,0,40248,0,4
501001,1,0,5,0,2000,40249,0,5
501002,0,0,0,0,0,40250,0,3
501002,0,0,0,0,0,40251,0,4
501002,1,0,5,0,2000,40252,0,5
501101,0,0,0,0,0,40253,0,3
501101,0,0,0,0,0,40254,0,4
501101,1,0,5,0,1000,40255,0,5
501102,0,0,0,0,0,40256,0,3
501102,0,0,0,0,0,40257,0,4
501102,1,0,5,0,1000,40258,0,5
501201,0,0,0,0,0,40259,0,3
501201,0,0,0,0,0,40260,0,4
501201,1,0,5,0,1000,40261,0,5
501202,0,0,0,0,0,40262,0,3
501202,0,0,0,0,0,40263,0,4
501202,1,0,5,0,1000,40264,0,5
501301,0,0,0,0,0,40265,0,3
501301,0,0,0,0,0,40266,0,4
501301,1,0,0,0,0,40267,0,5
501302,0,0,0,0,0,40268,0,3
501302,0,0,0,0,0,40269,0,4
501302,1,0,0,0,0,40270,0,5
501303,0,0,0,0,0,40271,0,3
501303,0,0,0,0,0,40272,0,4
501303,1,0,0,0,0,40273,0,5
60109,0,0,0,0,0,40274,0,1
60209,0,0,0,0,0,40275,0,1
60309,0,0,0,0,0,40276,0,1
60409,0,0,0,0,0,40277,0,1
60509,0,0,0,0,0,40278,0,1
60609,0,0,0,0,0,40279,0,1
60709,0,0,0,0,0,40280,0,1
60809,0,0,0,0,0,40281,0,1
60909,0,0,0,0,0,40282,0,1
610101,3,0,18,0,1,40293,0,1
610101,3,0,18,0,1,40294,0,1
610101,3,0,18,0,1,40295,0,1
610102,3,0,18,0,1,40293,0,1
610102,3,0,18,0,1,40294,0,1
610102,3,0,18,0,1,40295,0,1
610103,3,0,18,0,1,40293,0,1
610103,3,0,18,0,1,40294,0,1
610103,3,0,18,0,1,40295,0,1
610104,3,0,18,0,1,40293,0,1
610104,3,0,18,0,1,40294,0,1
610104,3,0,18,0,1,40295,0,1
610105,3,0,18,0,1,40293,0,1
610105,3,0,18,0,1,40294,0,1
610105,3,0,18,0,1,40295,0,1
610106,3,0,18,0,1,40293,0,1
610106,3,0,18,0,1,40294,0,1
610106,3,0,18,0,1,40295,0,1
610201,3,0,18,0,1,40296,0,1
610201,3,0,18,0,1,40297,0,1
610201,3,0,18,0,1,40298,0,1
610202,3,0,18,0,1,40296,0,1
610202,3,0,18,0,1,40297,0,1
610202,3,0,18,0,1,40298,0,1
610203,3,0,18,0,1,40296,0,1
610203,3,0,18,0,1,40297,0,1
610203,3,0,18,0,1,40298,0,1
610204,3,0,18,0,1,40296,0,1
610204,3,0,18,0,1,40297,0,1
610204,3,0,18,0,1,40298,0,1
610205,3,0,18,0,1,40296,0,1
610205,3,0,18,0,1,40297,0,1
610205,3,0,18,0,1,40298,0,1
610206,3,0,18,0,1,40296,0,1
610206,3,0,18,0,1,40297,0,1
610206,3,0,18,0,1,40298,0,1
610301,3,0,18,0,1,40299,0,1
610301,3,0,18,0,1,40300,0,1
610301,3,0,18,0,1,40301,0,1
610302,3,0,18,0,1,40299,0,1
610302,3,0,18,0,1,40300,0,1
610302,3,0,18,0,1,40301,0,1
610303,3,0,18,0,1,40299,0,1
610303,3,0,18,0,1,40300,0,1
610303,3,0,18,0,1,40301,0,1
610304,3,0,18,0,1,40299,0,1
610304,3,0,18,0,1,40300,0,1
610304,3,0,18,0,1,40301,0,1
610305,3,0,18,0,1,40299,0,1
610305,3,0,18,0,1,40300,0,1
610305,3,0,18,0,1,40301,0,1
610306,3,0,18,0,1,40299,0,1
610306,3,0,18,0,1,40300,0,1
610306,3,0,18,0,1,40301,0,1
610401,3,0,18,0,1,40302,0,1
610401,3,0,18,0,1,40303,0,1
610401,3,0,18,0,1,40304,0,1
610402,3,0,18,0,1,40302,0,1
610402,3,0,18,0,1,40303,0,1
610402,3,0,18,0,1,40304,0,1
610403,3,0,18,0,1,40302,0,1
610403,3,0,18,0,1,40303,0,1
610403,3,0,18,0,1,40304,0,1
610404,3,0,18,0,1,40302,0,1
610404,3,0,18,0,1,40303,0,1
610404,3,0,18,0,1,40304,0,1
610405,3,0,18,0,1,40302,0,1
610405,3,0,18,0,1,40303,0,1
610405,3,0,18,0,1,40304,0,1
610406,3,0,18,0,1,40302,0,1
610406,3,0,18,0,1,40303,0,1
610406,3,0,18,0,1,40304,0,1
610501,3,0,18,0,1,40305,0,1
610501,3,0,18,0,1,40306,0,1
610501,3,0,18,0,1,40307,0,1
610502,3,0,18,0,1,40305,0,1
610502,3,0,18,0,1,40306,0,1
610502,3,0,18,0,1,40307,0,1
610503,3,0,18,0,1,40305,0,1
610503,3,0,18,0,1,40306,0,1
610503,3,0,18,0,1,40307,0,1
610504,3,0,18,0,1,40305,0,1
610504,3,0,18,0,1,40306,0,1
610504,3,0,18,0,1,40307,0,1
610505,3,0,18,0,1,40305,0,1
610505,3,0,18,0,1,40306,0,1
610505,3,0,18,0,1,40307,0,1
610506,3,0,18,0,1,40305,0,1
610506,3,0,18,0,1,40306,0,1
610506,3,0,18,0,1,40307,0,1
610601,3,0,18,0,1,40308,0,1
610601,3,0,18,0,1,40309,0,1
610601,3,0,18,0,1,40310,0,1
610602,3,0,18,0,1,40308,0,1
610602,3,0,18,0,1,40309,0,1
610602,3,0,18,0,1,40310,0,1
610603,3,0,18,0,1,40308,0,1
610603,3,0,18,0,1,40309,0,1
610603,3,0,18,0,1,40310,0,1
610604,3,0,18,0,1,40308,0,1
610604,3,0,18,0,1,40309,0,1
610604,3,0,18,0,1,40310,0,1
610605,3,0,18,0,1,40308,0,1
610605,3,0,18,0,1,40309,0,1
610605,3,0,18,0,1,40310,0,1
610606,3,0,18,0,1,40308,0,1
610606,3,0,18,0,1,40309,0,1
610606,3,0,18,0,1,40310,0,1
610701,3,0,18,0,1,40311,0,1
610701,3,0,18,0,1,40312,0,1
610701,3,0,18,0,1,40313,0,1
610702,3,0,18,0,1,40311,0,1
610702,3,0,18,0,1,40312,0,1
610702,3,0,18,0,1,40313,0,1
610703,3,0,18,0,1,40311,0,1
610703,3,0,18,0,1,40312,0,1
610703,3,0,18,0,1,40313,0,1
610704,3,0,18,0,1,40311,0,1
610704,3,0,18,0,1,40312,0,1
610704,3,0,18,0,1,40313,0,1
610705,3,0,18,0,1,40311,0,1
610705,3,0,18,0,1,40312,0,1
610705,3,0,18,0,1,40313,0,1
610706,3,0,18,0,1,40311,0,1
610706,3,0,18,0,1,40312,0,1
610706,3,0,18,0,1,40313,0,1
361903,1,0,33,0,0,40174,0,1
362003,1,0,33,0,0,40174,0,1
152101,1,0,33,0,0,40314,0,1
152201,1,0,33,0,0,40315,0,1
152301,1,0,33,0,0,40316,0,1
152401,1,0,33,0,0,40317,0,1
152501,1,0,33,0,0,40318,0,1
152601,1,0,33,0,0,40319,0,1
152701,1,0,33,0,0,40320,0,1
153101,1,0,33,0,0,40321,0,1
153201,1,0,33,0,0,40322,0,1
153301,1,0,33,0,0,40323,0,1
153401,1,0,33,0,0,40324,0,1
153501,1,0,33,0,0,40325,0,1
153601,1,0,33,0,0,40326,0,1
153701,1,0,33,0,0,40327,0,1
154101,1,0,33,0,0,40328,0,1
154201,1,0,33,0,0,40329,0,1
154301,1,0,33,0,0,40330,0,1
154401,1,0,33,0,0,40331,0,1
154501,1,0,33,0,0,40332,0,1
154601,1,0,33,0,0,40333,0,1
154701,1,0,33,0,0,40334,0,1
155101,1,0,33,0,0,40335,0,1
155201,1,0,33,0,0,40336,0,1
155301,1,0,33,0,0,40337,0,1
155401,1,0,33,0,0,40338,0,1
155501,1,0,33,0,0,40339,0,1
155601,1,0,33,0,0,40340,0,1
155701,1,0,33,0,0,40341,0,1
156101,1,0,33,0,0,40342,0,1
156201,1,0,33,0,0,40343,0,1
156301,1,0,33,0,0,40344,0,1
156401,1,0,33,0,0,40345,0,1
156501,1,0,33,0,0,40346,0,1
156601,1,0,33,0,0,40347,0,1
156701,1,0,33,0,0,40348,0,1
157101,1,0,33,0,0,40349,0,1
157201,1,0,33,0,0,40350,0,1
157301,1,0,33,0,0,40351,0,1
157401,1,0,33,0,0,40352,0,1
157501,1,0,33,0,0,40353,0,1
157601,1,0,33,0,0,40354,0,1
157701,1,0,33,0,0,40355,0,1
362103,2,0,33,0,0,40356,0,1
362203,2,0,33,0,0,40357,0,1
630101,2,0,49,175,10000,40358,0,1
630101,2,0,49,175,10000,40359,0,1
630101,2,0,49,175,10000,40360,0,1
630201,2,0,49,175,10000,40361,0,1
630201,2,0,49,175,10000,40362,0,1
630201,2,0,49,175,10000,40363,0,1
630301,2,0,49,175,10000,40364,0,1
630301,2,0,49,175,10000,40365,0,1
630301,2,0,49,175,10000,40366,0,1
630401,2,0,49,175,10000,40367,0,1
630401,2,0,49,175,10000,40368,0,1
630401,2,0,49,175,10000,40369,0,1
630501,2,0,49,175,10000,40370,0,1
630501,2,0,49,175,10000,40371,0,1
630501,2,0,49,175,10000,40372,0,1
630601,2,0,49,175,10000,40373,0,1
630601,2,0,49,175,10000,40374,0,1
630601,2,0,49,175,10000,40375,0,1
630701,2,0,49,175,10000,40376,0,1
630701,2,0,49,175,10000,40377,0,1
630701,2,0,49,175,10000,40378,0,1
650201,1,0,33,0,0,40379,0,1
650202,1,0,33,0,0,40380,0,1
650301,1,0,33,0,0,40381,0,1
650302,1,0,33,0,0,40382,0,1
650401,1,0,33,0,0,40383,0,1
650402,1,0,33,0,0,40384,0,1
650501,1,0,33,0,0,40385,0,1
650502,1,0,33,0,0,40386,0,1
650601,1,0,33,0,0,40387,0,1
650602,1,0,33,0,0,40388,0,1
660101,1,0,33,0,0,40389,0,1
660102,1,0,33,0,0,40390,0,1
660103,1,0,33,0,0,40391,0,1
660104,1,0,33,0,0,40392,0,1
660105,1,0,33,0,0,40393,0,1
670201,1,0,33,0,0,40394,0,1
670301,1,0,33,0,0,40395,0,1
670302,1,0,33,0,0,40396,0,1
670401,1,0,33,0,0,40397,0,1
670501,1,0,33,0,0,40398,0,1
670601,1,0,33,0,0,40399,0,1
680101,1,0,33,0,0,40400,0,1
680102,1,0,33,0,0,40401,0,1
680103,1,0,33,0,0,40402,0,1
680104,1,0,33,0,0,40403,0,1
680105,1,0,33,0,0,40404,0,1
6901001,0,0,33,0,0,40405,0,1
6901001,0,0,33,0,0,40406,0,1
6901001,0,0,33,0,0,40407,0,1
6901001,0,1,4,0,3000,40408,0,1
6901001,0,0,5,0,1000,40409,0,1
6901001,0,0,5,0,500,40410,0,1
710101,1,0,33,0,0,40411,0,1
720101,2,0,49,20,10000,40412,0,1
720101,2,0,49,30,10000,40413,0,1
720101,2,0,49,30,10000,40414,0,1
720101,2,0,49,20,10000,40415,0,1
500501,0,0,0,0,0,40416,0,4
500601,0,0,0,0,0,40417,0,4
500602,0,0,0,0,0,40418,0,4
730101,2,0,49,45,10000,40419,0,1
730101,2,0,49,45,10000,40420,0,1
730101,2,0,49,60,10000,40421,0,1
730101,2,0,49,60,10000,40422,0,1
3321001,1,0,18,0,10000,40501,0,1
3321002,1,0,18,0,10000,40502,0,1
3321003,1,0,18,0,10000,40503,0,1
3321004,1,0,18,0,10000,40504,0,1
3321005,1,0,18,0,10000,40505,0,1
3321006,1,0,18,0,10000,40506,0,1
3321007,1,0,18,0,10000,40507,0,1
3321008,1,0,18,0,10000,40508,0,1
3321009,1,0,18,0,10000,40509,0,1
3321010,1,0,18,0,10000,40510,0,1
3321011,1,0,18,0,10000,40511,0,1
3321012,1,0,18,0,10000,40512,0,1
3321013,1,0,18,0,10000,40513,0,1
3321014,1,0,18,0,10000,40514,0,1
3321015,1,0,18,0,10000,40515,0,1
3321016,1,0,18,0,10000,40516,0,1
3321017,1,0,18,0,10000,40517,0,1
3321018,1,0,18,0,10000,40518,0,1
3321019,1,0,18,0,10000,40519,0,1
3321020,1,0,18,0,10000,40520,0,1
3321021,1,0,18,0,10000,40521,0,1
3321022,1,0,18,0,10000,40522,0,1
3321023,1,0,18,0,10000,40523,0,1
3321024,1,0,18,0,10000,40524,0,1
3321025,1,0,18,0,10000,40525,0,1
3321026,1,0,18,0,10000,40526,0,1
3321027,1,0,18,0,10000,40527,0,1
3321028,1,0,18,0,10000,40528,0,1
3321029,1,0,18,0,10000,40529,0,1
3321030,1,0,18,0,10000,40530,0,1
3321031,1,0,18,0,10000,40531,0,1
3321032,1,0,18,0,10000,40532,0,1
3321033,1,0,18,0,10000,40533,0,1
3321034,1,0,18,0,10000,40534,0,1
3321035,1,0,18,0,10000,40535,0,1
3321036,1,0,18,0,10000,40536,0,1
3321037,1,0,18,0,10000,40537,0,1
3321038,1,0,18,0,10000,40538,0,1
3321039,1,0,18,0,10000,40539,0,1
3321040,1,0,18,0,10000,40540,0,1
3321041,1,0,18,0,10000,40541,0,1
3321042,1,0,18,0,10000,40542,0,1
3321043,1,0,18,0,10000,40543,0,1
3321044,1,0,18,0,10000,40544,0,1
3321045,1,0,18,0,10000,40545,0,1
3321046,1,0,18,0,10000,40546,0,1
3321047,1,0,18,0,10000,40547,0,1
3321048,1,0,18,0,10000,40548,0,1
3321049,1,0,18,0,10000,40549,0,1
3321050,1,0,18,0,10000,40550,0,1
3321051,1,0,18,0,10000,40551,0,1
3321052,1,0,18,0,10000,40552,0,1
3321053,1,0,18,0,10000,40553,0,1
3321054,1,0,18,0,10000,40554,0,1
3321055,1,0,18,0,10000,40555,0,1
3321056,1,0,18,0,10000,40556,0,1
3321057,1,0,18,0,10000,40557,0,1
3321058,1,0,18,0,10000,40558,0,1
3321059,1,0,18,0,10000,40559,0,1
3321060,1,0,18,0,10000,40560,0,1
3321061,1,0,18,0,10000,40561,0,1
3321062,1,0,18,0,10000,40562,0,1
3321063,1,0,18,0,10000,40563,0,1
3321064,1,0,18,0,10000,40564,0,1
3321065,1,0,18,0,10000,40565,0,1
3321066,1,0,18,0,10000,40566,0,1
3321067,1,0,18,0,10000,40567,0,1
3321068,1,0,18,0,10000,40568,0,1
3321069,1,0,18,0,10000,40569,0,1
3321070,1,0,18,0,10000,40570,0,1
3321071,1,0,18,0,10000,40571,0,1
3321072,1,0,18,0,10000,40572,0,1
3321073,1,0,18,0,10000,40573,0,1
3321074,1,0,18,0,10000,40574,0,1
3321075,1,0,18,0,10000,40575,0,1
3321076,1,0,18,0,10000,40576,0,1
3321077,1,0,18,0,10000,40577,0,1
3321078,1,0,18,0,10000,40578,0,1
3321079,1,0,18,0,10000,40579,0,1
3321080,1,0,18,0,10000,40580,0,1
3321081,1,0,18,0,10000,40581,0,1
3321082,1,0,18,0,10000,40582,0,1
3321083,1,0,18,0,10000,40583,0,1
3321084,1,0,18,0,10000,40584,0,1
3321085,1,0,18,0,10000,40585,0,1
3321086,1,0,18,0,10000,40586,0,1
3321087,1,0,18,0,10000,40587,0,1
3321088,1,0,18,0,10000,40588,0,1
3321089,1,0,18,0,10000,40589,0,1
3321090,1,0,18,0,10000,40590,0,1
3321091,1,0,18,0,10000,40591,0,1
3321092,1,0,18,0,10000,40592,0,1
3321093,1,0,18,0,10000,40593,0,1
3321094,1,0,18,0,10000,40594,0,1
3321095,1,0,18,0,10000,40595,0,1
3321096,1,0,18,0,10000,40596,0,1
3321097,1,0,18,0,10000,40597,0,1
3321098,1,0,18,0,10000,40598,0,1
3321099,1,0,18,0,10000,40599,0,1
230101,0,0,0,0,0,42001,0,1
230101,0,0,0,0,0,42002,0,1
230101,0,0,0,0,0,42003,0,1
230102,0,0,0,0,0,42007,0,1
230102,0,0,0,0,0,42008,0,1
230102,0,0,0,0,0,42009,0,1
230103,0,0,0,0,0,42004,0,1
230103,0,0,0,0,0,42005,0,1
230103,0,0,0,0,0,42006,0,1
260229,0,0,0,0,0,42001,0,1
260229,0,0,0,0,0,42002,0,1
260229,0,0,0,0,0,42003,0,1
260230,0,0,0,0,0,42007,0,1
260230,0,0,0,0,0,42008,0,1
260230,0,0,0,0,0,42009,0,1
260231,0,0,0,0,0,42004,0,1
260231,0,0,0,0,0,42005,0,1
260231,0,0,0,0,0,42006,0,1
260232,0,0,0,0,0,42001,0,1
260232,0,0,0,0,0,42002,0,1
260232,0,0,0,0,0,42003,0,1
260233,0,0,0,0,0,42017,0,1
260233,0,0,0,0,0,42018,0,1
230301,0,0,0,0,0,42001,0,1
230301,0,0,0,0,0,42002,0,1
230301,0,0,0,0,0,42003,0,1
230302,0,0,0,0,0,42007,0,1
230302,0,0,0,0,0,42008,0,1
230302,0,0,0,0,0,42009,0,1
230303,0,0,0,0,0,42004,0,1
230303,0,0,0,0,0,42005,0,1
230303,0,0,0,0,0,42006,0,1
230304,0,0,0,0,0,42010,0,1
230304,0,0,0,0,0,42011,0,1
230304,0,0,0,0,0,42012,0,1
230305,0,0,0,0,0,42015,0,1
230305,0,0,0,0,0,42016,0,1
230306,0,0,0,0,0,42013,0,1
230306,0,0,0,0,0,42014,0,1
230306,0,0,0,0,0,42017,0,1
230306,0,0,0,0,0,42018,0,1
240413,0,0,0,0,0,42019,0,1
240413,0,0,0,0,0,42020,0,1
240414,0,0,0,0,0,42019,0,1
240414,0,0,0,0,0,42020,0,1
240415,0,0,0,0,0,42019,0,1
240415,0,0,0,0,0,42020,0,1
240417,0,0,0,0,0,42017,0,1
240417,0,0,0,0,0,42018,0,1
260532,0,0,0,0,0,42001,0,1
260532,0,0,0,0,0,42002,0,1
